year,region,tourism_type,tourists_thousands,overnight_stays_thousands,spending_million_sar,avg_stay_nights,avg_spend_per_trip_sar,avg_spend_per_night_sar,source,source_id,source_url,data_period,snapshot_date,retrieved_at,is_live
2023,Makkah,Domestic,45249.0,226266.0,59882.0,5.0,1323.4,264.7,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Makkah,Inbound,53599.0,632800.0,363744.0,11.81,6786.4,574.8,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Najran,Domestic,2321.0,20066.0,4082.0,8.65,1758.7,203.4,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Najran,Inbound,35.0,327.0,84.0,9.34,2400.0,256.9,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Northern Borders,Domestic,2141.0,15080.0,3968.0,7.04,1853.3,263.1,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Northern Borders,Inbound,712.0,4168.0,1072.0,5.85,1505.6,257.2,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Qassim,Domestic,9131.0,54545.0,11308.0,5.97,1238.4,207.3,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Qassim,Inbound,253.0,1628.0,576.0,6.43,2276.7,353.8,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Riyadh,Domestic,32696.0,196728.0,57152.0,6.02,1748.0,290.5,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Riyadh,Inbound,6020.0,113958.0,25084.0,18.93,4166.8,220.1,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Tabuk,Domestic,5633.0,36930.0,8404.0,6.56,1491.9,227.6,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2023,Tabuk,Inbound,277.0,2354.0,682.0,8.5,2462.1,289.7,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Al Bahah,Domestic,2254.0,20691.0,2246.0,9.18,996.5,108.5,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Al Bahah,Inbound,8.0,54.0,22.0,6.75,2750.0,407.4,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Al Jawf,Domestic,2319.0,19175.0,3143.0,8.27,1355.3,163.9,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Al Jawf,Inbound,662.0,8921.0,1536.0,13.48,2320.2,172.2,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Asir,Domestic,14667.0,122421.0,17197.0,8.35,1172.5,140.5,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Asir,Inbound,315.0,5995.0,1032.0,19.03,3276.2,172.1,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Eastern Province,Domestic,27289.0,163183.0,32844.0,5.98,1203.6,201.3,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Eastern Province,Inbound,9995.0,53378.0,17332.0,5.34,1734.1,324.7,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Hail,Domestic,3682.0,27585.0,5100.0,7.49,1385.1,184.9,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Hail,Inbound,326.0,18860.0,1359.0,57.85,4168.7,72.1,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Jazan,Domestic,5872.0,33680.0,5716.0,5.74,973.4,169.7,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Jazan,Inbound,61.0,1106.0,314.0,18.13,5147.5,283.9,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Madinah,Domestic,13442.0,69288.0,14950.0,5.15,1112.2,215.8,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Madinah,Inbound,1316.0,15721.0,5526.0,11.95,4199.1,351.5,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Makkah,Domestic,46974.0,261230.0,61314.0,5.56,1305.3,234.7,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Makkah,Inbound,58711.0,1292388.0,422310.0,22.01,7193.0,326.8,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Najran,Domestic,2518.0,22704.0,4231.0,9.02,1680.3,186.4,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Najran,Inbound,1307.0,13454.0,2227.0,10.29,1703.9,165.5,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Northern Borders,Domestic,2179.0,16524.0,3686.0,7.58,1691.6,223.1,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Northern Borders,Inbound,1056.0,5720.0,2400.0,5.42,2272.7,419.6,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Qassim,Domestic,9745.0,62686.0,11379.0,6.43,1167.7,181.5,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Qassim,Inbound,634.0,37695.0,3530.0,59.46,5567.8,93.6,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Riyadh,Domestic,35194.0,215142.0,58986.0,6.11,1676.0,274.2,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Riyadh,Inbound,5722.0,81234.0,21147.0,14.2,3695.7,260.3,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Tabuk,Domestic,6180.0,42924.0,9761.0,6.95,1579.4,227.4,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
2024,Tabuk,Inbound,307.0,9161.0,1864.0,29.84,6071.7,203.5,tourism_kaggle,,,2015-2024,,2026-09-13T07:14:44.975226+00:00,False
