indicator,period,dimension,dimension_value,value,unit,source,source_id,source_url,data_period,snapshot_date,retrieved_at,is_live
spending_by_purpose,2020,trip_purpose|tourist_type,Leisure | Inbound,1933.51081635815,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Leisure | Inbound,1267.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Leisure | Inbound,12622.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Business | Inbound,8947.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Business | Inbound,10090.8264364065,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Business | Inbound,26279.8276069441,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Business | Inbound,18382.1944831842,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Business | Inbound,16484.486698371,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Business | Inbound,20421.3166796031,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Business | Inbound,3392.36981588814,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Business | Inbound,5286.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Business | Inbound,14318.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,4805.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,10621.8862796244,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,7064.63938245143,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,5687.09747755823,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,5245.89908412361,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,7772.778656464359,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,2475.0222141131603,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,4561.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Visiting Friends & Relatives | Inbound,22869.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Other | Inbound,6037.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Other | Inbound,9067.18002690308,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Other | Inbound,3107.21343792878,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Other | Inbound,1096.5155139802198,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Other | Inbound,918.220109932818,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Other | Inbound,2033.87380845778,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Other | Inbound,1198.14777017827,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Other | Inbound,1818.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Other | Inbound,3797.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Religious | Domestic,10236.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Religious | Domestic,10156.9251745943,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Religious | Domestic,11716.4293718212,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Religious | Domestic,10820.9289462688,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Religious | Domestic,9959.87907080757,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Religious | Domestic,12358.6524779655,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Religious | Domestic,5461.31103915007,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Religious | Domestic,8790.08199538,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Religious | Domestic,0.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Leisure | Domestic,13391.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Leisure | Domestic,21183.4552402041,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Leisure | Domestic,24317.8387839418,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Leisure | Domestic,19007.7010495367,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Leisure | Domestic,19046.2555859555,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Leisure | Domestic,29153.2385074722,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Leisure | Domestic,23187.7005719722,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Leisure | Domestic,47075.65212902,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Leisure | Domestic,0.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Business | Domestic,3031.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Business | Domestic,3247.66676141741,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Business | Domestic,1885.84880066727,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Business | Domestic,1940.71011844969,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Business | Domestic,2247.70531019836,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Business | Domestic,2250.89039787808,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Business | Domestic,2147.2053258234,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Business | Domestic,3607.36000551,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Business | Domestic,0.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,12122.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,9771.68737712195,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,14016.604783262,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,12737.1314548396,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,15084.3333579542,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,15761.5085596912,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,11067.7287770373,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,19118.16933985,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Visiting Friends & Relatives | Domestic,0.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Other | Domestic,4302.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Other | Domestic,4059.35126537937,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Other | Domestic,3492.2698110602,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Other | Domestic,1593.77036759171,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Other | Domestic,1784.13221601258,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Other | Domestic,1681.59255041198,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Other | Domestic,1483.19354790932,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Other | Domestic,2310.53255248,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Other | Domestic,0.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Leisure | Outbound,32507.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Leisure | Outbound,42437.4661740671,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Leisure | Outbound,47317.39023116941,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Leisure | Outbound,39118.0305751329,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Leisure | Outbound,38759.0695927921,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Leisure | Outbound,40769.7937653903,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Leisure | Outbound,9391.588617587671,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Leisure | Outbound,18628.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Leisure | Outbound,19625.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Business | Outbound,3021.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Business | Outbound,7041.649113615341,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Business | Outbound,4989.00602222336,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Business | Outbound,2409.1343233947896,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Business | Outbound,2162.71860343745,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Business | Outbound,1472.82614729323,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Business | Outbound,259.927560380486,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Business | Outbound,1561.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Business | Outbound,2881.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,10977.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,21546.363343175803,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,37292.9126475598,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,32545.8410082758,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,23269.0254605606,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,23781.6137752221,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,11976.4927162106,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,32694.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Visiting Friends & Relatives | Outbound,28522.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2014,trip_purpose|tourist_type,Other | Outbound,31534.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2015,trip_purpose|tourist_type,Other | Outbound,13095.1288999156,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2016,trip_purpose|tourist_type,Other | Outbound,7694.328576742009,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2017,trip_purpose|tourist_type,Other | Outbound,3831.66243774003,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2018,trip_purpose|tourist_type,Other | Outbound,3639.94459443312,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2019,trip_purpose|tourist_type,Other | Outbound,2054.97235078331,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2020,trip_purpose|tourist_type,Other | Outbound,341.025328337192,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2021,trip_purpose|tourist_type,Other | Outbound,331.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
spending_by_purpose,2022,trip_purpose|tourist_type,Other | Outbound,1510.0,sar_million,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
net_promoter_score,2024-Q2,,,70.0,index,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
net_promoter_score,2024-Q3,,,68.0,index,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
net_promoter_score,2024-Q4,,,70.0,index,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
net_promoter_score,2025-Q1,,,76.0,index,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
net_promoter_score,2025-Q2,,,77.0,index,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
net_promoter_score,2025-Q3,,,71.0,index,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
tourism_satisfaction_index,2024-Q2,,,0.6399999856948853,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
tourism_satisfaction_index,2024-Q3,,,0.6299999952316284,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
tourism_satisfaction_index,2024-Q4,,,0.6000000238418579,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
tourism_satisfaction_index,2025-Q1,,,0.6499999761581421,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
tourism_satisfaction_index,2025-Q2,,,0.6100000143051147,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
tourism_satisfaction_index,2025-Q3,,,0.6100000143051147,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:gross_travel_propensity,2019,,,2.0766157012613182,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:gross_travel_propensity,2020,,,1.5249782245107857,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:gross_travel_propensity,2021,,,2.289809558098548,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:gross_travel_propensity,2022,,,3.150597091538564,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:gross_travel_propensity,2023,,,3.039994503709506,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:gross_travel_propensity,2024,,,3.119537748709075,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_current_account_credits,2019,,,0.063950520402142,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_current_account_credits,2020,,,0.0224859646255805,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_current_account_credits,2021,,,0.0147062030965607,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_current_account_credits,2022,,,0.0591268954394894,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_current_account_credits,2023,,,0.0999144114579537,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_current_account_credits,2024,,,0.1135368911907817,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_exports_of_goods,2019,,,0.0758711200641146,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_exports_of_goods,2020,,,0.0267185492875657,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_exports_of_goods,2021,,,0.0167968726124634,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_exports_of_goods,2022,,,0.0686872910117403,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_exports_of_goods,2023,,,0.1276189452540474,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
complementary:inbound_tourism_expenditure_over_exports_of_goods,2024,,,0.1515427193068683,ratio,datasaudi,,https://datasaudi.mep.gov.sa,2014-2025,,2026-09-13T06:19:18.885532+00:00,False
