hotel_id,source_id,name,city,region,price_sar,star_rating,guest_rating,guest_rating_count,room_type,bed_type,max_persons,breakfast_included,free_cancellation,latitude,longitude,source_url,source,data_period,snapshot_date,retrieved_at,is_live
hotels_00079,279869,Shaza Al Madina,Madinah,Madinah,2600,5,8.4,3,Family Suite,"4 beds (1 double, 1 sofa bed, 2 large doubles)",4,True,,24.4720552285702,39.6114313602448,https://www.booking.com/hotel/sa/shaza-al-madina.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=27986914_88786114_4_33_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=80&highlighted_blocks=27986914_88786114_4_33_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=27986914_88786114_4_33_0__260000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00080,278695,Dar Al Tawhid Intercontinental Makkah,Makkah,Makkah,3444,5,8.8,3,Standard Room,2 beds (2 singles),2,True,,21.420622086735,39.8224434256554,https://www.booking.com/hotel/sa/dar-al-tawhid-intercontinental-makkah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=27869507_95437779_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=81&highlighted_blocks=27869507_95437779_2_1_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=27869507_95437779_2_1_0__344445&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00081,1348503,Dana Beach Resort (Families Only),Half Moon Bay,,3500,5,8.2,914,Two-Bedroom Sunset Villa with Sea View,"3 beds (2 singles, 1 large double)",4,True,True,26.0793490547758,50.011932849884,https://www.booking.com/hotel/sa/dana-beach-resort.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=134850301_123995562_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=82&highlighted_blocks=134850301_123995562_0_1_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=134850301_123995562_0_1_0__350000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00082,269018,Raffles Makkah Palace,Makkah,Makkah,3600,5,9.1,4,Signature Suite City View,1 bed (1 extra-large double),2,True,,21.4196432853692,39.8255655169487,https://www.booking.com/hotel/sa/raffles-makkah-palace.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=26901802_91470430_2_41_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=83&highlighted_blocks=26901802_91470430_2_41_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=26901802_91470430_2_41_0__360000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00083,6112688,فندق قصر الحياة,Makkah,Makkah,26,4,5.6,88,Quadruple Room with Private Bathroom,4 beds (4 singles),4,,True,21.439952,39.834166,https://www.booking.com/hotel/sa/fndq-qsr-lhy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=611268803_241772834_4_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=84&highlighted_blocks=611268803_241772834_4_0_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=611268803_241772834_4_0_0__2599&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00084,2335725,Almakan Hotel 108,Riyadh,Riyadh,65,4,7.2,3,Studio,1 bed (1 double),2,,True,24.6395766404321,46.6932141780853,https://www.booking.com/hotel/sa/mywn-lmlq-1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=233572503_202929980_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=85&highlighted_blocks=233572503_202929980_2_0_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=233572503_202929980_2_0_0__6480&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00085,5304975,تولاي بارك TULAY PARK,Al Khobar,Eastern Province,90,4,7.8,189,King Room,1 bed (1 large double),2,,True,26.2985043184142,50.1767561851196,https://www.booking.com/hotel/sa/twly-brk-tulay-park.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=530497501_187688047_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=86&highlighted_blocks=530497501_187688047_0_0_0&hpos=11&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=530497501_187688047_0_0_0__9000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00086,2830387,Samaya Royal Afif,‘Afīf,Riyadh,110,4,8.5,164,Superior Apartment,"2 beds (1 extra-large double, 1 sofa bed)",2,True,True,23.8837809,42.8988065999999,https://www.booking.com/hotel/sa/smy-fyf.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=283038701_228473233_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=87&highlighted_blocks=283038701_228473233_2_1_0&hpos=12&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=283038701_228473233_2_1_0__11000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00087,1869521,منازل جدة 2,Jeddah,Makkah,114,4,7.7,166,Studio Apartment,2 beds (2 singles),2,,True,21.5905331948642,39.1567163166474,https://www.booking.com/hotel/sa/manazil-jeddah-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=186952104_219251297_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=88&highlighted_blocks=186952104_219251297_2_0_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=186952104_219251297_2_0_0__11358&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00088,6279829,shams alshate شمس الشاطئ ابوبكر 2,Buraydah,Qassim,120,4,5.4,5,Budget Double Room,1 bed (1 large double),2,,True,26.4057934264006,43.9348626134033,https://www.booking.com/hotel/sa/shams-alshate-shms-lshty-bwbkr-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=627982901_244664533_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=89&highlighted_blocks=627982901_244664533_2_0_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=627982901_244664533_2_0_0__11999&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00089,1882046,منازل جدة للوحدات السكنية,Jeddah,Makkah,123,4,7.8,233,One-Bedroom Apartment,1 bed (1 large double),2,,True,21.5116243861948,39.2295945744522,https://www.booking.com/hotel/sa/manazil-jeddah-for-furnished-appartment.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=188204607_99847264_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=90&highlighted_blocks=188204607_99847264_2_2_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=188204607_99847264_2_2_0__12250&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00090,3660087,Al Reef Homes Hotel,Abha,Asir,125,4,7.8,523,Deluxe Studio,1 bed (1 extra-large double),2,,True,18.1875489964749,42.6027227908821,https://www.booking.com/hotel/sa/al-reef-homes.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=366008701_125021729_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=91&highlighted_blocks=366008701_125021729_2_0_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=366008701_125021729_2_0_0__12500&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00091,6402009,هوم للشقق الفندقيه,Ar Riyad,,130,4,,,One-Bedroom Apartment,,2,,True,24.7752773877168,46.8359567417602,https://www.booking.com/hotel/sa/hwm-llshqq-lfndqyh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=640200902_256707912_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=92&highlighted_blocks=640200902_256707912_2_0_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=640200902_256707912_2_0_0__13000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00092,6224145,Hotel nab'a Alsafa Almansour,Makkah,Makkah,140,4,,,Deluxe Double or Twin Room,2 beds (2 doubles),2,True,True,21.4261281074936,39.8071186984253,https://www.booking.com/hotel/sa/fndq-nb-lsf-lmnswr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=622414501_242549440_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=93&highlighted_blocks=622414501_242549440_2_1_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=622414501_242549440_2_1_0__14000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00093,6379329,إطلالة الشرفه,Al ‘Aqrabīyah,,140,4,,,One-Bedroom Apartment,"3 beds (1 extra-large double, 2 sofa beds)",4,,True,26.287908,50.188335,https://www.booking.com/hotel/sa/tll-lshrfh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=637932901_251809905_4_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=94&highlighted_blocks=637932901_251809905_4_0_0&hpos=19&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=637932901_251809905_4_0_0__14000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00094,5762896,shams alshate شمس الشاطئ,Buraydah,Qassim,140,4,7.4,34,Deluxe Double Room (2 Adults + 1 Child),1 bed (1 large double),2,,,26.4091293779193,43.9265193425446,https://www.booking.com/hotel/sa/shams-alshate-shms-lshty.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=576289601_222539425_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=95&highlighted_blocks=576289601_222539425_2_0_0&hpos=20&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=576289601_222539425_2_0_0__13999&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00095,5137410,Jeddah Blue Plus Hotel,Jeddah,Makkah,149,4,7.2,420,Studio Apartment,1 bed (1 large double),2,,True,21.5202021421921,39.1593226405449,https://www.booking.com/hotel/sa/fndq-jd-blw-bls.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=513741001_251406291_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=96&highlighted_blocks=513741001_251406291_2_0_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=513741001_251406291_2_0_0__14899&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00096,4669607,New Suite,Riyadh,Riyadh,149,4,7.7,62,Deluxe Room (1 adult + 2 children),1 bed (1 extra-large double),2,,True,24.5512422718838,46.6694089141197,https://www.booking.com/hotel/sa/new-suite.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=466960703_144042336_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=97&highlighted_blocks=466960703_144042336_2_0_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=466960703_144042336_2_0_0__14900&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00097,2343311,Seher Aloyon Funished Apartments,Buraydah,Qassim,150,,8.8,250,One-Bedroom Apartment,"4 beds (1 double, 3 sofa beds)",5,,True,26.3991633774795,43.9330190978944,https://www.booking.com/hotel/sa/seher-aloyon-funished-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=234331102_195330920_5_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=98&highlighted_blocks=234331102_195330920_5_0_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=234331102_195330920_5_0_0__15000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00098,5082119,JEDDAH PALACE,Jeddah,Makkah,150,4,7.3,210,Deluxe King Room,1 bed (1 extra-large double),2,,True,21.485787,39.25855,https://www.booking.com/hotel/sa/jeddah-palace.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=508211907_200209978_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=99&highlighted_blocks=508211907_200209978_2_0_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=508211907_200209978_2_0_0__15000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00099,5478000,افانين نجد,Riyadh,Riyadh,150,4,,,One-Bedroom Apartment,"2 beds (1 extra-large double, 1 sofa bed)",3,,True,24.7823299816931,46.8774697125455,https://www.booking.com/hotel/sa/fnyn-njd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=547800001_212838522_3_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=100&highlighted_blocks=547800001_212838522_3_0_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=547800001_212838522_3_0_0__15000&srepoch=1587182862&srpvid=597e1d07181100a8&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00100,439725,Reef Global Hotel,Makkah,Makkah,150,4,8.0,808,Double Room,1 bed (1 double),2,,True,21.4449516813,39.8605240881443,https://www.booking.com/hotel/sa/boudl-makka.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=43972504_144725347_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=101&highlighted_blocks=43972504_144725347_0_2_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=43972504_144725347_0_2_0__15000&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00101,861672,Golden Tulip Dammam Corniche Hotel,Dammam,Eastern Province,159,4,7.5,1,Business King Room,,2,,True,26.4577408806723,50.0964151474909,https://www.booking.com/hotel/sa/golden-tulip-dammam-corniche.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=86167235_246989390_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=102&highlighted_blocks=86167235_246989390_2_1_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=86167235_246989390_2_1_0__15900&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00102,768429,Sofi Hotel,Dammam,Eastern Province,159,4,7.1,860,Double Studio,1 bed (1 double),2,,True,26.4637779482714,50.0634527206421,https://www.booking.com/hotel/sa/o3uuu-uuoauu.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=76842902_204808926_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=103&highlighted_blocks=76842902_204808926_0_0_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=76842902_204808926_0_0_0__15900&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00103,3152804,Odst Hotel Suites,Jeddah,Makkah,168,4,7.2,271,Studio Apartment,1 bed (1 extra-large double),2,,True,21.5837204766313,39.1733672336045,https://www.booking.com/hotel/sa/wdst-lljnh-lfndqy-jd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=315280401_113840402_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=104&highlighted_blocks=315280401_113840402_2_0_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=315280401_113840402_2_0_0__16750&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00104,5950347,كلاس هوم,Jeddah,Makkah,170,4,9.1,42,Deluxe Suite,,2,,True,21.6089450816652,39.1330333368683,https://www.booking.com/hotel/sa/kls-hwm.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=595034701_233486797_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=105&highlighted_blocks=595034701_233486797_2_0_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=595034701_233486797_2_0_0__17000&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00105,1850476,Retaj Al Rayyan Makkah,Makkah,Makkah,171,4,7.9,1,Standard Twin Room,2 beds (2 singles),2,,,21.4313363490947,39.8513517715037,https://www.booking.com/hotel/sa/retaj-al-rayyan-makkah-makkah3.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=185047601_137267773_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=106&highlighted_blocks=185047601_137267773_0_2_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=185047601_137267773_0_2_0__17100&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00106,1615141,امواج ينبع للوحدات السكنية,Yanbu,Madinah,173,4,7.6,856,King Studio,1 bed (1 extra-large double),2,,True,24.091540982121,38.0414915084839,https://www.booking.com/hotel/sa/amwag-yenbea-residential-units.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=161514101_201708290_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=107&highlighted_blocks=161514101_201708290_2_0_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=161514101_201708290_2_0_0__17250&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
