hotel_id,source_id,name,city,region,price_sar,star_rating,guest_rating,guest_rating_count,room_type,bed_type,max_persons,breakfast_included,free_cancellation,latitude,longitude,source_url,source,data_period,snapshot_date,retrieved_at,is_live
hotels_00000,6330099,الريم,Al Ula,Madinah,179,5,,,Economy Double Room,3 beds (3 large doubles),2,,True,26.648656,37.917525,https://www.booking.com/hotel/sa/lrym.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=633009902_249116704_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=1&highlighted_blocks=633009902_249116704_2_0_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=633009902_249116704_2_0_0__17940&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00001,5326174,Copper Crown Furnished Apartments,Khamis Mushait,Asir,195,5,9.0,169,Deluxe Room (2 Adults + 1 Child),1 bed (1 extra-large double),2,,True,18.2427413609442,42.8014022886982,https://www.booking.com/hotel/sa/kwbr-krwn-llshqq-lfndqyh.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=532617402_191903030_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=2&highlighted_blocks=532617402_191903030_2_0_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=532617402_191903030_2_0_0__19499&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00002,5987844,فندق راية الشلال 2,Abū Qa‘Ar,,200,5,8.7,17,Deluxe Double or Twin Room,1 bed (1 double),2,,True,28.370666,45.990981,https://www.booking.com/hotel/sa/fndq-ry-lshll-2.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=598784401_234887103_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=3&highlighted_blocks=598784401_234887103_2_0_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=598784401_234887103_2_0_0__20000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00003,3889445,Four Points by Sheraton Makkah Al Naseem,Makkah,Makkah,225,5,8.7,9,Superior Twin Room,2 beds (2 singles),2,,True,21.38081,39.874312,https://www.booking.com/hotel/sa/four-points-by-sheraton-makkah-al-naseem.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=388944505_251376099_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=4&highlighted_blocks=388944505_251376099_0_2_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=388944505_251376099_0_2_0__22500&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00004,6284346,نزل الثريا للوحدات السكنية,Taif,Makkah,250,5,,,Budget Double Room,1 bed (1 double),2,,True,21.4945239908093,40.4873830197907,https://www.booking.com/hotel/sa/nzl-lthry-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=628434602_244840443_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=5&highlighted_blocks=628434602_244840443_2_0_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=628434602_244840443_2_0_0__24999&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00005,1224842,فندق رفاف المشاعر,Makkah,Makkah,295,5,8.4,719,Standard Room King,1 bed (1 extra-large double),2,True,True,21.4030676544103,39.8731560116089,https://www.booking.com/hotel/sa/reefaf-al-mashaer-makkah.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=122484213_235715549_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=6&highlighted_blocks=122484213_235715549_2_1_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=122484213_235715549_2_1_0__29478&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00006,6367195,مسكن الراحة,An Nikāshah,,300,5,,,Two-Bedroom Apartment,"3 beds (2 singles, 1 extra-large double)",4,,True,21.368414,39.82266,https://www.booking.com/hotel/sa/mskn-lrh.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=636719502_249718498_4_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=7&highlighted_blocks=636719502_249718498_4_0_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=636719502_249718498_4_0_0__30000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00007,254592,Corp Inn Deira.,Riyadh,Riyadh,312,5,7.0,397,Grand Room,1 bed (1 large double),2,,True,24.6343470435907,46.7165037989616,https://www.booking.com/hotel/sa/corp-city-center.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=25459201_98662375_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=8&highlighted_blocks=25459201_98662375_2_0_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=25459201_98662375_2_0_0__31150&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00008,352664,Al Gosaibi Hotel,Al Khobar,Eastern Province,340,5,8.1,2,Superior Twin Room,2 beds (2 singles),2,,True,26.3069709,50.2207306,https://www.booking.com/hotel/sa/al-gosaibi.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=35266419_243587419_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=9&highlighted_blocks=35266419_243587419_0_2_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=35266419_243587419_0_2_0__34000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00009,247347,Makarem Umm Al Qura Hotel,Makkah,Makkah,350,5,7.7,6,Deluxe Twin Room,2 beds (2 singles),2,,,21.4026930012578,39.8304417729378,https://www.booking.com/hotel/sa/umm-alqura-makarim.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=24734709_127047022_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=10&highlighted_blocks=24734709_127047022_0_2_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=24734709_127047022_0_2_0__35000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00010,2106646,Best Western Premier Al Ahsa Grand Hotel,Al Ahsa,Eastern Province,354,5,8.2,440,Junior Suite,1 bed (1 extra-large double),3,,True,25.3460791878717,49.5899771153927,https://www.booking.com/hotel/sa/best-western-premier-al-ahsa.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=210664618_120535671_3_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=11&highlighted_blocks=210664618_120535671_3_42_0&hpos=11&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=210664618_120535671_3_42_0__35409&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00011,1688405,Millennium Hail Hotel,Hail,Hail,360,5,7.8,1,Deluxe Twin Room,2 beds (2 singles),2,,True,27.6532832447828,41.7237567901611,https://www.booking.com/hotel/sa/millennium-hail.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=168840516_254863118_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=12&highlighted_blocks=168840516_254863118_0_42_0&hpos=12&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=168840516_254863118_0_42_0__36000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00012,73210,"Radisson Blu Hotel, Riyadh",Riyadh,Riyadh,383,5,7.6,617,Standard Room,1 bed (1 large double),2,,True,24.6707107596759,46.7186522483826,https://www.booking.com/hotel/sa/radisson-sas-riyadh.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=7321001_255463422_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=13&highlighted_blocks=7321001_255463422_2_42_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=7321001_255463422_2_42_0__38250&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00013,3947892,Shaza Riyadh,Riyadh,Riyadh,400,5,8.8,1,Deluxe Room,1 bed (1 large double),2,,True,24.676176713243,46.7792256258297,https://www.booking.com/hotel/sa/shaza-riyadh.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=394789201_250994519_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=14&highlighted_blocks=394789201_250994519_2_0_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=394789201_250994519_2_0_0__40000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00014,312215,Awaliv International Hotel,Taif,Makkah,400,5,8.7,1,Superior Room,1 bed (1 large double),2,,True,21.2869526389713,40.4192698001862,https://www.booking.com/hotel/sa/awaliv-international.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=31221502_202946595_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=15&highlighted_blocks=31221502_202946595_0_2_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=31221502_202946595_0_2_0__40000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00015,253717,Carlton Al Moaibed Hotel,Al Khobar,Eastern Province,425,5,7.8,663,Superior Twin Room,1 bed (1 single),2,,True,26.3665092631766,50.1857614517212,https://www.booking.com/hotel/sa/carlton-al-moaibed.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=25371701_203699341_2_10_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=16&highlighted_blocks=25371701_203699341_2_10_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=25371701_203699341_2_10_0__42500&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00016,2415563,"Radisson Blu Resort, Al Khobar Half Moon Bay",Half Moon Bay,,450,5,7.1,2,Standard Room,1 bed (1 large double),2,,True,26.039166,49.992777,https://www.booking.com/hotel/sa/radisson-blu-resort-al-khobar-half-moon-bay.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=241556301_222704501_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=17&highlighted_blocks=241556301_222704501_0_2_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=241556301_222704501_0_2_0__45000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00017,25309,Crowne Plaza Jeddah,Jeddah,Makkah,466,5,8.4,574,King Leisure Room - Smoking,1 bed (1 extra-large double),2,,True,21.51737113843,39.1555175185204,https://www.booking.com/hotel/sa/crowne-plaza-jeddah.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=2530911_251339066_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=18&highlighted_blocks=2530911_251339066_2_42_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=2530911_251339066_2_42_0__46550&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00018,4049970,Blue inn Boutique,Abha,Asir,480,5,7.7,641,Twin Room with City View,2 beds (2 singles),2,True,True,18.2143123716702,42.5011925222511,https://www.booking.com/hotel/sa/blw-n-bwtyk-blue-inn-boutique.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=404997002_207987898_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=19&highlighted_blocks=404997002_207987898_2_1_0&hpos=19&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=404997002_207987898_2_1_0__48000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=;has_campaign_deals_breakaway20_customer_label=1#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00019,74591,Riyadh Marriott Hotel,Riyadh,Riyadh,495,5,7.8,707,"Guest Room, 1 King",1 bed (1 extra-large double),2,,True,24.6859970792523,46.712241768837,https://www.booking.com/hotel/sa/riyadh-marriott.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=7459102_94288383_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=20&highlighted_blocks=7459102_94288383_0_2_0&hpos=20&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=7459102_94288383_0_2_0__49500&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00020,2223633,Warwick Al Khobar,Al Khobar,Eastern Province,500,5,8.5,1,Superior Twin Room,2 beds (2 doubles),2,,True,26.2996120823014,50.2206188101604,https://www.booking.com/hotel/sa/warwick-al-khobar.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=222363304_118211737_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=21&highlighted_blocks=222363304_118211737_0_42_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=222363304_118211737_0_42_0__50000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00021,79497,Sheraton Riyadh Hotel & Towers,Riyadh,Riyadh,500,5,8.1,438,"Classic Room, Guest room, 1 Queen",1 bed (1 extra-large double),2,,True,24.7273572535733,46.6651180386543,https://www.booking.com/hotel/sa/sheraton-riyadh-towers.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=7949713_246421278_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=22&highlighted_blocks=7949713_246421278_0_42_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=7949713_246421278_0_42_0__50000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00022,174568,Sofitel Al Khobar The Corniche,Al Khobar,Eastern Province,500,5,8.0,2,Superior Room with 1 Queen Bed - City View,1 bed (1 large double),2,,True,26.2765664485645,50.2201473712921,https://www.booking.com/hotel/sa/sofitel-al-khobar-the-corniche.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=17456807_246090001_2_10_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=23&highlighted_blocks=17456807_246090001_2_10_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=17456807_246090001_2_10_0__50000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00023,395918,Gloria Inn Najran,Najran,Najran,500,5,7.0,29,Twin Room with Pool View,2 beds (2 singles),2,,True,17.5485698663014,44.2614912986755,https://www.booking.com/hotel/sa/holiday-inn-najran.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=39591816_195180396_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=24&highlighted_blocks=39591816_195180396_0_42_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=39591816_195180396_0_42_0__50000&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00024,3108107,Somewhere Hotel Al Ahsa,Al Ahsa,Eastern Province,518,5,8.6,1,Deluxe Room King (Smoking),1 bed (1 large double),2,,,25.4050000516521,49.5670829140167,https://www.booking.com/hotel/sa/somewhere-bliss-al-ahsa.en-gb.html?aid=304142&label=gen173nr-1BCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AEB6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=310810711_112913064_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=25&highlighted_blocks=310810711_112913064_0_42_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=310810711_112913064_0_42_0__51750&srepoch=1587182829&srpvid=e5621cf679830031&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00025,3157714,Novotel Jazan,Jazan,Jazan,540,5,8.6,4,Superior King Room with Pool View,1 bed (1 extra-large double),2,,,16.881032,42.541455,https://www.booking.com/hotel/sa/novotel-jizan.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=315771401_113716993_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=26&highlighted_blocks=315771401_113716993_2_42_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=315771401_113716993_2_42_0__54000&srepoch=1587182843&srpvid=597e1cfd2ca2008e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00026,2337211,Fraser Suites Riyadh,Riyadh,Riyadh,550,5,8.3,2,Deluxe Studio,2 beds (2 singles),2,,True,24.6791622458524,46.6918113827705,https://www.booking.com/hotel/sa/fraser-suites-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=233721101_195140868_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=27&highlighted_blocks=233721101_195140868_0_2_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=233721101_195140868_0_2_0__55000&srepoch=1587182843&srpvid=597e1cfd2ca2008e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00027,294033,Frontel Al Harithia Hotel,Madinah,Madinah,550,5,8.1,788,Superior Twin Room,2 beds (2 singles),2,,,24.4721455547334,39.6088993549347,https://www.booking.com/hotel/sa/western-alharithia-madina.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=29403328_94398643_0_34_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=28&highlighted_blocks=29403328_94398643_0_34_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=29403328_94398643_0_34_0__55000&srepoch=1587182843&srpvid=597e1cfd2ca2008e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
