id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,latitude,longitude
1096,SI Pizza,RESTAURANT,Pizza,4,51,restaurants,24.7145117,46.6343997
1097,Roma Restaurant,RESTAURANT,Italian,4.9,13,restaurants,24.70319434,46.6820674
1098,LESS Coffee,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.7340101,46.6489342
1099,Subway,RESTAURANT,Sandwich|Healthy|Salads,4.3,606,restaurants,24.734259,46.648818
1100,Sabbosa,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,0,0,restaurants,24.7135457,46.6338443
1101,Shawarmer,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.2,953,restaurants,24.713461,46.633824
1102,Baalbek Restaurant,RESTAURANT,Desserts|Grill|Arabic|Beverages,4.2,57,restaurants,24.717527,46.6849822
1103,coated,RESTAURANT,Desserts,4.3,36,restaurants,24.7347611,46.6488017
1104,McCafé,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,5,1,restaurants,24.7135628,46.6333014
1105,Laiqer Cookies,RESTAURANT,Desserts|Coffee,4.3,157,restaurants,24.70450067,46.68385433
1106,Amande,RESTAURANT,Coffee,4,20,restaurants,24.7267132,46.6809692
1107,AZKA,RESTAURANT,Desserts,4.3,38,restaurants,24.7331651,46.6451601
1108,by the way,RESTAURANT,Coffee,4.5,278,restaurants,24.7047553,46.6843751
1109,Menu Pizza,RESTAURANT,Italian|Pizza|Pasta,4.1,11,restaurants,24.7252866,46.6828589
1110,Marble Slab Creamery,RESTAURANT,Desserts|Ice Cream,4.3,267,restaurants,24.735535,46.648388
1111,Falafel Themar,RESTAURANT,Sandwich|Falafel|Breakfast,4.2,773,restaurants,24.73731205,46.66469005
1112,Lahori Village,RESTAURANT,Arabic|Pakistani,4.4,672,restaurants,24.737358,46.664957
1113,Mezaj Maghribi,RESTAURANT,Desserts|Coffee,4.7,71,restaurants,24.708341,46.686472
1114,fawal abu naeman,RESTAURANT,Arabic|Breakfast,4.1,38,restaurants,24.7375605,46.6657268
1115,DALFORNO,RESTAURANT,Sandwich,5,1,restaurants,24.7255935,46.6835304
1116,ili PIZZA,RESTAURANT,Pizza,5,1,restaurants,24.7256797,46.6836254
1117,CLEAVER BEEF SPAECIALIST,RESTAURANT,Butchery &amp; Fishery,4.6,31,Butchery,24.7364426,46.6480611
1118,Pastel Cafe,RESTAURANT,Desserts|Coffee,4.2,42,restaurants,24.7364426,46.6480611
1119,Z36R,RESTAURANT,Bakery|Pastries,4.7,49,restaurants,24.7322956,46.6781923
1120,Shawarma House,RESTAURANT,Sandwich|Grill|Arabic|Shawarma|Juices,4.4,19808,restaurants,24.708549,46.68739
1121,Juice House,RESTAURANT,Desserts|Juices,4.2,55,restaurants,24.7088892,46.6874743
1122,Rob3 Meshakel,RESTAURANT,Arabic,3.8,28,restaurants,24.7081649,46.6874627
1123,Sugar On Jam,RESTAURANT,Sandwich|Desserts|Grill|Beverages|Lebanese|Breakfast,4.3,143,restaurants,24.7081649,46.6874627
1124,Satalana,RESTAURANT,Sandwich|Fast Food|Egyptian,4.1,345,restaurants,24.7086368,46.6876293
1125,Tikk pizza,RESTAURANT,Fast Food|Mexican|Pizza|Pasta,3.5,2,restaurants,24.7081513,46.6875845
1126,Fruit Art,RESTAURANT,Juices|Ice Cream,4.1,11,restaurants,24.7259962,46.684443
1127,Reef Albalad,RESTAURANT,Grill|Arabic|Beverages|Breakfast,4,61,restaurants,24.70878,46.6878515
1128,Shabbiaat sidrh,RESTAURANT,Arabic,3.7,19,restaurants,24.7383048,46.6675482
1129,Planet Donuts,RESTAURANT,Desserts|Arabic,4.2,5,restaurants,24.70855569,46.6878954
1130,Beit Karam,RESTAURANT,Sandwich|Fast Food|Grill|Arabic,4.3,280,restaurants,24.7084722,46.6878889
1131,beit karam express,RESTAURANT,Grill|Arabic,4,32,restaurants,24.70839365,46.68807322
1132,Thouq Wadi Tohama Al-Aseel Restaurant,RESTAURANT,Arabic|Beverages,4.6,27,restaurants,24.7387565,46.6667242
1133,Mahailah Sweileh,RESTAURANT,Beverages|Coffee,4.6,32,restaurants,24.738691,46.667018
1134,Mzaq Warg Enab,RESTAURANT,Fast Food|Arabic|American|Saudi,4.3,148,restaurants,24.708799,46.688191
1135,Shawarma Ajiba,RESTAURANT,Arabic,4.2,1261,restaurants,24.7089494,46.6883624
1136,Texas Chicken,RESTAURANT,Fast Food|Burgers,4,574,restaurants,24.7082391,46.6882485
1137,Nafeeseh,RESTAURANT,Desserts,4.1,482,restaurants,24.7084912,46.6883429
1138,Bake Away,RESTAURANT,Desserts|Pastries,4.3,130,restaurants,24.73885024,46.66752207
1139,Koshary El Tahrir,RESTAURANT,Egyptian,4.5,565,restaurants,24.7334366,46.6787186
1140,Kabab Abo Al- Ezz,RESTAURANT,Arabic,0,0,restaurants,24.7086382,46.6886404
1141,Sweet Atelier,RESTAURANT,Desserts,3.7,6,restaurants,24.7377932,46.6472624
1142,Firefly Burger,RESTAURANT,Fast Food|Burgers,4.4,299,restaurants,24.708601,46.688815
1143,Habibah,RESTAURANT,Desserts,4.2,1020,restaurants,24.708758,46.688907
1144,Khan almoneh,OTHER,Supermarkets,5,2,dairy_products,24.70867626,46.68910895
1145,AZHAR SUNDOS,RESTAURANT,Flowers,4.5,49,flowers_and_plants,24.71971624,46.68864902
1146,Indian Hut,RESTAURANT,Grill|Seafood|Indian|Noodles,4,206,restaurants,24.708703,46.689148
1147,Mansaf Abu Ali,RESTAURANT,Arabic,3.9,386,restaurants,24.708817,46.689434
1148,PARTY BOX,RESTAURANT,Bakery|Pizza|Breakfast|Pastries,4.3,64,restaurants,24.736401,46.6760367
1149,Logmt Loqaimat,RESTAURANT,Desserts|Arabic|Coffee,3.7,103,restaurants,24.736401,46.6760367
1150,Cref Cookies,RESTAURANT,Desserts|Bakery,4.7,188,restaurants,24.736401,46.6760367
1151,Section-B,RESTAURANT,Fast Food|Burgers,4.3,250,restaurants,24.7364167,46.6760278
1152,Balon,RESTAURANT,Coffee|Juices,3.8,58,restaurants,24.7364315,46.6760208
1153,Chocoloco,RESTAURANT,Desserts|Arabic,0,0,restaurants,24.73641331,46.67607257
1154,LEVON,RESTAURANT,Arabic,4.4,8,restaurants,24.73643394,46.67604226
1155,nn sushi,RESTAURANT,Asian|Sushi,4.2,88,restaurants,24.7364989,46.6760109
1156,Indian Palace,RESTAURANT,Indian,4.1,94,restaurants,24.7364828,46.6760722
1157,METCH,RESTAURANT,Burgers,3.9,7,restaurants,24.73647806,46.67611291
1158,Al Mukhtar,RESTAURANT,Seafood,3.8,26,restaurants,24.739353,46.669747
1159,Triangle Sweet,RESTAURANT,Desserts|Arabic|International|Saudi,0,0,restaurants,24.7366132,46.6759652
1160,Woop,RESTAURANT,Desserts|Beverages,4.5,380,restaurants,24.73835489,46.64612476
1161,Chestnut,RESTAURANT,International,4.6,27,restaurants,24.73844011,46.64597049
1162,Juicy Lucy Shawarma,RESTAURANT,Fast Food|Arabic|Shawarma,4.3,7,restaurants,24.7390663,46.6466309
1163,Bunah,RESTAURANT,Desserts|Coffee,4.7,74,restaurants,24.73966287,46.64818925
1164,Surround,RESTAURANT,Sandwich|Fast Food,3.3,3,restaurants,24.7377771,46.6427427
1165,Zghotta,RESTAURANT,Arabic,3.7,48,restaurants,24.7076179,46.6907795
1166,The Lebanese bakery,RESTAURANT,Arabic|Bakery|Pastries,4.1,84,restaurants,24.7076179,46.6907795
1167,birdlot,RESTAURANT,American,4.1,111,restaurants,24.73796,46.6428723
1168,Curry Club,RESTAURANT,Grill|Indian,3.5,46,restaurants,24.7399936,46.671628
1169,Wings &amp; Things,RESTAURANT,Sandwich|Fast Food|American|Burgers,3.1,10,restaurants,24.7399936,46.671628
1170,Steak House Burger,RESTAURANT,Sandwich|American|Beverages|Burgers,3.3,13,restaurants,24.7399936,46.671628
1171,Uncle Moes,RESTAURANT,Sandwich|Fast Food|American|Burgers,3,3,restaurants,24.7399936,46.671628
1172,City Fresh Kitchen,RESTAURANT,American,4.1,39,restaurants,24.7399936,46.671628
1173,shahi sayaar,RESTAURANT,Desserts|Arabic|Coffee,4,23,restaurants,24.740463,46.6708174
1174,Roastarita,RESTAURANT,Desserts|Beverages|Coffee,4.4,8,restaurants,24.7405538,46.6712696
1175,Lian Grapes,RESTAURANT,Arabic,4.7,22,restaurants,24.74053852,46.67168745
1176,Falafel time,RESTAURANT,Sandwich|Falafel|Breakfast,4.2,69,restaurants,24.74041598,46.67222081
1177,Shawarma Atta,RESTAURANT,Arabic,4,24,restaurants,24.7404318,46.6722558
1178,Java Time,RESTAURANT,Desserts|Coffee,4.2,80,restaurants,24.73858027,46.64247261
1179,Pastalita,RESTAURANT,Fast Food|Italian|Pizza|Pasta,4.5,278,restaurants,24.7433518,46.6583933
1180,Alatabaq Alhajazi,RESTAURANT,Arabic|Saudi|Pastries,4,73,restaurants,24.7402631,46.674311
1181,Al Fateera Al Demashqya,RESTAURANT,Arabic|Shawarma|Pizza|Pastries,4.2,139,restaurants,24.7429147,46.652561
1182,Latea,RESTAURANT,Arabic|Coffee|Juices,4.3,124,restaurants,24.74356116,46.65823514
1183,Mongo,RESTAURANT,Fast Food,4.5,147,restaurants,24.74363495,46.6582356
1184,CHEF SHAKIR,RESTAURANT,Arabic,3.6,47,restaurants,24.7418003,46.6478801
1185,Nakhati,RESTAURANT,Desserts,4,4,restaurants,24.7419896,46.648431
1186,Coffee Address,RESTAURANT,Desserts|Coffee,4.6,259,restaurants,24.74182953,46.64793374
1187,SLYDE,RESTAURANT,Sandwich,4,62,restaurants,24.7422048,46.649125
1188,VERSAI SALAD,RESTAURANT,Arabic|Salads,4.1,84,restaurants,24.74187184,46.64800091
1189,molten,RESTAURANT,Desserts|Beverages,4.7,58,restaurants,24.699438,46.689523
1190,Tikka Apple,RESTAURANT,Grill,3.7,161,restaurants,24.7432331,46.6535105
1191,Trieste,RESTAURANT,Bakery|Coffee|Breakfast,4.3,662,restaurants,24.7422144,46.649015
1192,Cinnzeo,RESTAURANT,Desserts|Beverages,4.1,30,restaurants,24.7437373,46.6580628
1193,Best Fish &amp; Chips,RESTAURANT,Seafood,4.4,369,restaurants,24.7437525,46.65799385
1194,PAESANO FORNO,RESTAURANT,Sandwich|Italian|Pizza|Pasta,4.4,29,restaurants,24.7423984,46.6493092
1195,Secrets Cakes,RESTAURANT,Desserts,4.2,19,restaurants,24.7438293,46.6580101
1196,Balloonizer,RESTAURANT,Gifts,5,14,home_and_gifts,24.7434778,46.6540945
1197,Fairouzy Saj,RESTAURANT,Sandwich|Grill|Arabic|Pizza,4.3,25,restaurants,24.7438435,46.6580108
1198,Ghost,RESTAURANT,Sandwich|Arabic,0,0,restaurants,24.7426714,46.6500173
1199,Playground,RESTAURANT,Arabic,0,0,restaurants,24.7426714,46.6500173
1200,APE,RESTAURANT,Burgers,4,149,restaurants,24.7426714,46.6500173
1201,ANIMAL,RESTAURANT,American|Burgers,3.9,69,restaurants,24.7426714,46.6500173
1202,Plenty slds,RESTAURANT,Healthy,4.4,1767,restaurants,24.74346806,46.6538531
1203,Al Tazaj,RESTAURANT,Sandwich|Arabic|Beverages,4.4,429,restaurants,24.735235,46.683282
1204,Abu najm,RESTAURANT,Burgers,4.5,40,restaurants,24.7413629,46.6454937
1205,EAT UP,RESTAURANT,International,3.9,9,restaurants,24.7413629,46.6454937
1206,Garam Masala,RESTAURANT,Indian,0,0,restaurants,24.7441471,46.6580137
1207,OPAQ Eatery,RESTAURANT,Fast Food|American|Burgers,4.4,192,restaurants,24.7415958,46.6455042
1208,Lazy Cat,RESTAURANT,Arabic,3.9,11,restaurants,24.6932984,46.6328571
1209,DURMA,RESTAURANT,Desserts,4.1,34,restaurants,24.7417365,46.6733927
1210,Zaatar W Zeit,RESTAURANT,Sandwich|Fast Food|Arabic|Bakery|Beverages|Healthy|Breakfast,4.5,1564,restaurants,24.6988875,46.6903281
