Accommodation Type ID,Accommodation Type,Province ID,Province,Year,Month ID,Month,Occupancy Rate
1,Hotels,7,Tabouk,2024,202410,2024-10,0.4830254404248637
1,Hotels,7,Tabouk,2024,202411,2024-11,0.469386141744733
1,Hotels,7,Tabouk,2024,202412,2024-12,0.4189826198558252
1,Hotels,8,Hail,2021,202101,2021-01,0.41240506329113924
1,Hotels,8,Hail,2021,202102,2021-02,0.2754991905018888
1,Hotels,8,Hail,2021,202103,2021-03,0.3474224285365258
1,Hotels,8,Hail,2021,202104,2021-04,0.20678102385419458
1,Hotels,8,Hail,2021,202105,2021-05,0.22880738401748846
1,Hotels,8,Hail,2021,202106,2021-06,0.26865858232279033
1,Hotels,8,Hail,2021,202107,2021-07,0.2917675544794189
1,Hotels,8,Hail,2021,202108,2021-08,0.28596827133479213
1,Hotels,8,Hail,2021,202109,2021-09,0.3882934872217642
1,Hotels,8,Hail,2021,202110,2021-10,0.3953917050691244
1,Hotels,8,Hail,2021,202111,2021-11,0.31842372022301063
1,Hotels,8,Hail,2021,202112,2021-12,0.44251704749371934
1,Hotels,8,Hail,2022,202201,2022-01,0.3881110583768391
1,Hotels,8,Hail,2022,202202,2022-02,0.42649583938713514
1,Hotels,8,Hail,2022,202203,2022-03,0.43476138166727696
1,Hotels,8,Hail,2022,202204,2022-04,0.13377963125548728
1,Hotels,8,Hail,2022,202205,2022-05,0.25793015059275876
1,Hotels,8,Hail,2022,202206,2022-06,0.20784703253041967
1,Hotels,8,Hail,2022,202207,2022-07,0.2623488912016652
1,Hotels,8,Hail,2022,202208,2022-08,0.26474466027951127
1,Hotels,8,Hail,2022,202209,2022-09,0.1920692943420216
1,Hotels,8,Hail,2022,202210,2022-10,0.24421965317919075
1,Hotels,8,Hail,2022,202211,2022-11,0.4705833540784997
1,Hotels,8,Hail,2022,202212,2022-12,0.373069460613116
