entertainment_id,name,genre,rating,review_count,city,region,country,best_comment,source,source_id,source_url,data_period,snapshot_date,retrieved_at,is_live
entertainment_00070,موڤي سينما النخيل بلازا_ بريدة,Movie theater,4.4,1400,Buraydah,Qassim,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00071,Muvi Cinemas | موڤي سينما,Movie theater,4.2,840,Jeddah,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00072,AMC Cinemas Ajdan Walk,Movie theater,4.4,957,Al Khobar,Eastern Province,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00073,Empire Cinemas Hail,Movie theater,4.0,137,Hail,Hail,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00074,Najmah Theater,Movie theater,4.0,81,Ras Tanura,,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00075,AMC Cinemas Tabuk Boulevard,Movie theater,4.3,55,Tabuk,Tabuk,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00076,AMC Cinemas Panorama 10,Movie theater,4.3,1900,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00077,Muvi Cinemas | موڤي سينما,Movie theater,4.1,975,Jazan,Jazan,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00078,VOX cinema,Movie theater,4.1,1000,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00079,Vox Cinemas,Movie theater,4.1,4800,Dammam,Eastern Province,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00080,موڤي سينما النخيل بلازا_ بريدة,Movie theater,4.4,1400,Buraydah,Qassim,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00081,Muvi Cinemas | موڤي سينما,Movie theater,4.2,840,Jeddah,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00082,AMC Cinemas Ajdan Walk,Movie theater,4.4,957,Al Khobar,Eastern Province,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00083,Empire Cinemas Hail,Movie theater,4.0,137,Hail,Hail,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00084,GOLD,Movie theater,4.1,38,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00085,VOX Cinema,Movie theater,4.2,525,Hail,Hail,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00086,ڤوكس سينما تبوك بارك,Movie theater,4.0,336,Tabuk,Tabuk,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00087,AMC Garden 5 - Hail,Movie theater,4.3,33,Hail,Hail,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00088,Empire Cinemas امباير سينما,Movie theater,4.0,96,Arar,Northern Borders,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00089,Muvi Cinemas | موڤي سينما,Movie theater,3.7,694,Riyadh,Riyadh,Saudi Arabia,"""Nice place (dolby experience).""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00090,Muvi Cinemas - Salaam Mall,Movie theater,3.6,130,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00091,Safety Orientation UGP,Movie theater,4.4,34,Uthmaniyah,,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00092,سينما العرب,Movie theater,4.2,941,Jeddah,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00093,VOX Cinemas - Red Sea Mall,Movie theater,4.3,12000,Jeddah,Makkah,Saudi Arabia,"""Small theatre, but looks good""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00094,Muvi Cinemas | موڤي سينما,Movie theater,4.0,1300,Taif,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00095,Muvi Cinemas,Movie theater,3.9,108,Jeddah,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00096,Cinépolis Cinemas سينما سينيبولس,Movie theater,4.0,86,Jazan,Jazan,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00097,AMC Garden 5 - Hail,Movie theater,4.3,33,Hail,Hail,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00098,Empire Cinemas امباير سينما,Movie theater,4.0,96,Arar,Northern Borders,Saudi Arabia,"""Excelent movie theater, recommended 100%""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00099,Muvi Cinemas | موڤي سينما,Movie theater,3.7,694,Riyadh,Riyadh,Saudi Arabia,"""Nice place (dolby experience).""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00100,Muvi Cinemas - Salaam Mall,Movie theater,3.6,130,Riyadh,Riyadh,Saudi Arabia,"""Big screen with large audience compared to old mall screen Riyadh""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00101,Safety Orientation UGP,Movie theater,4.4,34,Uthmaniyah,,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00102,سينما العرب,Movie theater,4.2,941,Jeddah,Makkah,Saudi Arabia,"""Nice small theater to watch movies""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00103,VOX Cinemas - Red Sea Mall,Movie theater,4.3,12000,Jeddah,Makkah,Saudi Arabia,"""Small theatre, but looks good""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00104,VOX Cinemas Jubail Galleria Mall,Movie theater,3.4,87,Jubail,Eastern Province,Saudi Arabia,"""Just an average ordinary cinema!!!""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00105,Muvi Cinemas | موڤي سينما,Movie theater,4.3,577,Khamis Mushait,Asir,Saudi Arabia,"""New clean and organized theater.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00106,Muvi Suites Cinemas | موڤي سويتس سينما,Movie theater,3.5,274,Jeddah,Makkah,Saudi Arabia,"""Very fancy and cozy place.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00107,King Abdulaziz Center for World Culture - Ithra,Movie theater,4.6,5200,Dhahran,Eastern Province,Saudi Arabia,Cultural center with a striking design,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00108,مسرح بكر الشدي,Performing arts theater,4.3,125,Riyadh,Riyadh,Saudi Arabia,Dine-in,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00109,Muvi Cinemas The Village,Movie theater,4.4,17,Jeddah,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00110,Heritage village theatre,Performing arts theater,4.1,96,1C,,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00111,Rotana Theater,Performing arts theater,3.6,30,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00112,super dome theater,Concert hall,4.4,38,Jeddah,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00113,GOLD,Movie theater,4.1,38,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00114,VOX Cinema,Movie theater,4.2,525,Hail,Hail,Saudi Arabia,"""temperatures is very low so it's very cold inside the theater.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00115,ڤوكس سينما تبوك بارك,Movie theater,4.0,336,Tabuk,Tabuk,Saudi Arabia,"""Very fancy and cozy place.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00116,King Abdulaziz Center for World Culture - Ithra,Movie theater,4.6,5200,Dhahran,Eastern Province,Saudi Arabia,Cultural center with a striking design,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00117,مسرح بكر الشدي,Performing arts theater,4.3,125,Riyadh,Riyadh,Saudi Arabia,Dine-in,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00118,Muvi Cinemas The Village,Movie theater,4.4,17,Jeddah,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00119,Heritage village theatre,Performing arts theater,4.1,96,1C,,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00120,Rotana Theater,Performing arts theater,3.6,30,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00121,super dome theater,Concert hall,4.4,38,Jeddah,Makkah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00122,نطيطات حايل,Movie theater,3.2,5,Hail,Hail,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00123,Okaz Market Theater,Performing arts theater,4.3,834,Taif,Makkah,Saudi Arabia,"""Best theater we enjoyed and had fun""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00124,Muvi Cinemas | موڤي سينما,Movie theater,4.6,1200,Unayzah,Qassim,Saudi Arabia,"""Nice theatre 🎭🎭 well maintained..""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00125,Al Comedy Club,Performing arts theater,4.4,18,Dammam,Eastern Province,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00126,Theater Lasan,Stage,3.5,61,Abha,Asir,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00127,University Theater,Stage,4.2,116,Abha,Asir,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00128,Scitech,Science museum,4.3,6300,Al Khobar,Eastern Province,Saudi Arabia,"""The movie theater is cool...""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00129,VOX Cinemas Jubail Galleria Mall,Movie theater,3.4,87,Jubail,Eastern Province,Saudi Arabia,"""Just an average ordinary cinema!!!""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00130,Muvi Cinemas | موڤي سينما,Movie theater,4.3,577,Khamis Mushait,Asir,Saudi Arabia,"""New clean and organized theater.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00131,Muvi Suites Cinemas | موڤي سويتس سينما,Movie theater,3.5,274,Jeddah,Makkah,Saudi Arabia,"""Very fancy and cozy place.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00132,King Abdulaziz Center for World Culture - Ithra,Movie theater,4.6,1200,Unayzah,Qassim,Saudi Arabia,"""Nice theatre 🎭🎭 well maintained..""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00133,Al Comedy Club,Performing arts theater,4.4,18,Dammam,Eastern Province,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00134,Theater Lasan,Stage,3.5,61,Abha,Asir,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00135,University Theater,Stage,4.2,116,Abha,Asir,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00136,Scitech,Science museum,4.3,6300,Al Khobar,Eastern Province,Saudi Arabia,"""The movie theater is cool...""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00137,المسرح الروماني | Roman Theater,Performing arts theater,4.1,151,Al Uqayr,,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00138,Maraya,Concert hall,4.6,1100,Al Atheeb,,Saudi Arabia,"""Also the theater is another level of perfection.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00139,Education Department Theater,Performing arts theater,4.0,169,Madinah,Madinah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00140,Benchmark Stage,Live Music,4.3,219,Jeddah,Makkah,Saudi Arabia,"""Very nice theater setup.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00141,Live Show Arabia,Entertainment agency,5.0,1,Riyadh,Riyadh,Saudi Arabia,Closed ⋅ Opens 9 am Wed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00142,Far-is studio,Museum,4.6,17,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00143,Terhal,Concert hall,5.0,65,Diriyah,Riyadh,Saudi Arabia,"""The food is not allowed inside the theater, so eat and drink your ...""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00144,Riyadh Front - Shopping Area,Shopping mall,4.5,25000,Riyadh,Riyadh,Saudi Arabia,"""Very nice mall with Cinema theater facility""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00145,TheClub,Entertainer,4.4,654,Jeddah,Makkah,Saudi Arabia,Open now,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00146,نطيطات حايل,Movie theater,3.2,5,Hail,Hail,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00147,Okaz Market Theater,Performing arts theater,4.3,834,Taif,Makkah,Saudi Arabia,"""Best theater we enjoyed and had fun""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00148,Education Department Theater,Performing arts theater,4.0,169,Madinah,Madinah,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00149,Benchmark Stage,Live Music,4.3,219,Jeddah,Makkah,Saudi Arabia,"""Very nice theater setup.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00150,Live Show Arabia,Entertainment agency,5.0,1,Riyadh,Riyadh,Saudi Arabia,Closed ⋅ Opens 9 am Wed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00151,Far-is studio,Museum,4.6,17,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00152,Terhal,Concert hall,5.0,65,Diriyah,Riyadh,Saudi Arabia,"""The food is not allowed inside the theater, so eat and drink your ...""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00153,Riyadh Front - Shopping Area,Shopping mall,4.5,25000,Riyadh,Riyadh,Saudi Arabia,"""Very nice mall with Cinema theater facility""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00154,TheClub,Entertainer,4.4,654,Jeddah,Makkah,Saudi Arabia,Open now,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00155,Jeddah Superdome,Event venue,4.3,5100,Jeddah,Makkah,Saudi Arabia,"""Very big theater for all kind of shows""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00156,Conference Center,Conference center,4.5,735,Riyadh,Riyadh,Saudi Arabia,"""Feels like you are sitting on stadium, not theater.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00157,SUNRISE RESORT,Resort hotel,4.9,98,Riyadh,Riyadh,Saudi Arabia,"""I mostly enjoyed the cinema theater""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00158,"Crowne Plaza al Khobar, an IHG Hotel",Hotel,4.4,5200,Al Khobar,Eastern Province,Saudi Arabia,Upmarket hotel with fine dining,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00159,"Staybridge Suites al Khobar, an IHG Hotel",Hotel,4.5,1900,Al Khobar,Eastern Province,Saudi Arabia,Contemporary all-suite hotel with a pool,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00160,Emerald Hall,Event venue,4.3,67,Dammam,Eastern Province,Saudi Arabia,"""... makes it perfect for hosting concerts, recitals, theater performances ...""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00161,Muvi Cinemas - Drive In Riyadh,Movie theater,3.7,155,Riyadh,Riyadh,Saudi Arabia,Temporarily closed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00162,Talal Maddah Theater,Stage,3.9,2500,Abha,Asir,Saudi Arabia,Temporarily closed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00163,المسرح الروماني | Roman Theater,Performing arts theater,4.1,151,Al Uqayr,,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00164,Maraya,Concert hall,4.6,1100,Al Atheeb,,Saudi Arabia,"""Also the theater is another level of perfection.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00165,"Crowne Plaza al Khobar, an IHG Hotel",Hotel,4.4,5200,Al Khobar,Eastern Province,Saudi Arabia,Upmarket hotel with fine dining,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00166,"Staybridge Suites al Khobar, an IHG Hotel",Hotel,4.5,1900,Al Khobar,Eastern Province,Saudi Arabia,Contemporary all-suite hotel with a pool,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00167,Emerald Hall,Event venue,4.3,67,Dammam,Eastern Province,Saudi Arabia,"""... makes it perfect for hosting concerts, recitals, theater performances ...""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00168,Muvi Cinemas - Drive In Riyadh,Movie theater,3.7,155,Riyadh,Riyadh,Saudi Arabia,Temporarily closed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00169,Talal Maddah Theater,Stage,3.9,2500,Abha,Asir,Saudi Arabia,Temporarily closed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00170,Tekka Tatbeelah,,4.6,593,Safwa,,Saudi Arabia,Dine-in·,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00171,مركز ضيافة كيان المستقبل,Kindergarten School,4.2,86,Riyadh,Riyadh,Saudi Arabia,Closed ⋅ Opens 6:30 am Wed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00172,Alkuzama,Tourist attraction,4.5,2,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00173,برج الفيصلية,Tourist attraction,4.6,872,Riyadh,Riyadh,Saudi Arabia,"""A luxurious place with restaurants and markets""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00174,Sa'ad Red Sand - Dunes,Tourist attraction,4.8,6,Sa'Ad,,Saudi Arabia,"""Rubbish are everywhere near the rental place.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00175,Durat Al Sahel Water Theme Park,Theme park,3.7,3200,Riyadh,Riyadh,Saudi Arabia,Closed ⋅ Opens 1 pm Thu,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00176,The old palace,Tourist attraction,3.9,69,Al Moqbel Palaces,,Saudi Arabia,Closed ⋅ Opens 6:30 am Wed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00177,Al-Samar Amusement Center,Amusement center,3.9,855,Riyadh,Riyadh,Saudi Arabia,"""Like the place, very entertaining just choose your favourite activity""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00178,Mosary Arena,Amusement center,3.4,230,Riyadh,Riyadh,Saudi Arabia,"""Nice place my kids was very happy that day Will visit again very ...""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00179,Diriyah,Tourist attraction,4.4,23,Diriyah,Riyadh,Saudi Arabia,"""Beautiful historical place in a contemporary design for restaurants.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00180,Snow City,Amusement center,3.9,7000,Riyadh,Riyadh,Saudi Arabia,"""Nb 1 entertainment place""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00181,King Fahad's Fountain,Tourist attraction,4.5,8900,Jeddah,Makkah,Saudi Arabia,Closed ⋅ Opens 9 am Wed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00182,Al Hokair Time,Theme park,4.0,2900,Riyadh,Riyadh,Saudi Arabia,"""Nice place, variety of kids entertainment""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00183,Saffori Land,Amusement center,4.1,4600,Riyadh,Riyadh,Saudi Arabia,"""Entertainment place for kids""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00184,Wild Baboons,Tourist attraction,3.6,27,Riyadh,Riyadh,Saudi Arabia,"""... this location im planning to visit this place. thanks in advance""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00185,Ushaiqer Heritage Village,Tourist attraction,4.5,3000,Ushaiqer,,Saudi Arabia,"""Great place to visit that shows you the old cities in Saudi Arabia""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00186,Sky Zone | سكاي زون,Amusement center,3.8,276,Riyadh,Riyadh,Saudi Arabia,"""Prefect place to go to chill have fun and get some exercise on.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00187,مواقف ادارة البوليڤارد,Tourist attraction,4.1,28,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00188,الدرعية,Tourist attraction,4.5,101,Riyadh,Riyadh,Saudi Arabia,"""... district is place where you can have calm and charming dinner.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00189,Al Masmak Palace Museum,Tourist attraction,4.5,3200,Riyadh,Riyadh,Saudi Arabia,Closes soon ⋅ 9 pm,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00190,Blvd World,Tourist attraction,4.6,746,Riyadh,Riyadh,Saudi Arabia,Open now,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00191,Alkuzama,Tourist attraction,4.5,2,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00192,برج الفيصلية,Tourist attraction,4.6,872,Riyadh,Riyadh,Saudi Arabia,"""A luxurious place with restaurants and markets""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00193,Sa'ad Red Sand - Dunes,Tourist attraction,4.8,6,Sa'Ad,,Saudi Arabia,"""Rubbish are everywhere near the rental place.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00194,Wild Baboons,Tourist attraction,3.6,27,Riyadh,Riyadh,Saudi Arabia,"""... this location im planning to visit this place. thanks in advance""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00195,Ushaiqer Heritage Village,Tourist attraction,4.5,3000,Ushaiqer,,Saudi Arabia,"""Great place to visit that shows you the old cities in Saudi Arabia""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00196,Sky Zone | سكاي زون,Amusement center,3.8,276,Riyadh,Riyadh,Saudi Arabia,"""Prefect place to go to chill have fun and get some exercise on.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00197,مواقف ادارة البوليڤارد,Tourist attraction,4.1,28,Riyadh,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00198,الدرعية,Tourist attraction,4.5,101,Riyadh,Riyadh,Saudi Arabia,"""... district is place where you can have calm and charming dinner.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00199,Al Masmak Palace Museum,Tourist attraction,4.5,3200,Riyadh,Riyadh,Saudi Arabia,Closes soon ⋅ 9 pm,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00200,Blvd World,Tourist attraction,4.6,746,Riyadh,Riyadh,Saudi Arabia,Open now,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00201,Sparky's | سباركيز,Amusement center,4.0,168,Riyadh,Riyadh,Saudi Arabia,"""Nice place for kids entertainment, fully isolated""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00202,Al-Bujairi Heritage Park,National park,4.4,12000,Riyadh,Riyadh,Saudi Arabia,"""Nice place for family entertainment.... enough parking space ...""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00203,Red Sand Dunes,Tourist attraction,4.5,1200,,,Saudi Arabia,"""Nice entertainment place.""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00204,King Abdullah Park,Tourist attraction,4.2,33000,Riyadh,Riyadh,Saudi Arabia,"""Good entertainment place""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00205,Riyadh Zoo,Tourist attraction,4.2,36000,Riyadh,Riyadh,Saudi Arabia,Closed ⋅ Opens 10 am Wed,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00206,Observatory Thanian,Tourist attraction,4.6,23,Al Muzahimiyah,Riyadh,Saudi Arabia,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00207,Sparky's,Amusement park,4.0,961,Riyadh,Riyadh,Saudi Arabia,"""One of the favorite places for kids""",entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
