canonical_id,source,source_entity_id,entity_type,name,city,region
ASR_000001,booking_kaggle,hotels_00732,hotel,AL Faridah Furnished Units,Khamis Mushait,Asir
ASR_000002,booking_kaggle,hotels_00428,hotel,Abha Airport Hotel,Abha,Asir
ASR_000003,booking_kaggle,hotels_00040,hotel,Abha Palace Hotel,Abha,Asir
ASR_000004,booking_kaggle,hotels_00293,hotel,Abha Sky (Families Only),Abha,Asir
ASR_000005,booking_kaggle,hotels_00804,hotel,Al Afaq Alraqi Furnished Apartments (Families only),Abha,Asir
ASR_000006,booking_kaggle,hotels_00706,hotel,Al Arjowan Hotel Units,Abha,Asir
ASR_000007,booking_kaggle,hotels_00799,hotel,Al Joud Palace Residential Units,Abha,Asir
ASR_000008,booking_kaggle,hotels_00997,hotel,Al Narjis Suites - Abha,Abha,Asir
ASR_000009,booking_kaggle,hotels_00982,hotel,Al Qasr Almomayaz Aparthotel,Abha,Asir
ASR_000010,booking_kaggle,hotels_01004,hotel,Al Raha Rotana Hotel Apartments,Khamis Mushait,Asir
ASR_000011,booking_kaggle,hotels_00090,hotel,Al Reef Homes Hotel,Abha,Asir
ASR_000012,booking_kaggle,hotels_00341,hotel,Al Reef Homes Hotel Apartments Alnuzhah,Abha,Asir
ASR_000013,booking_kaggle,hotels_00044,hotel,Bayat Hotel By Cristal,Khamis Mushait,Asir
ASR_000014,booking_kaggle,hotels_00991,hotel,Beautat Hotel,Abha,Asir
ASR_000015,booking_kaggle,hotels_00018,hotel,Blue inn Boutique,Abha,Asir
ASR_000016,booking_kaggle,hotels_00941,hotel,Burj Al Alailah Furnished Units (Families only),Muhayil,Asir
ASR_000017,booking_kaggle,hotels_00001,hotel,Copper Crown Furnished Apartments,Khamis Mushait,Asir
ASR_000018,booking_kaggle,hotels_00650,hotel,Golden Abha,Abha,Asir
ASR_000019,booking_kaggle,hotels_00842,hotel,Kanaf Abaha Aparthotel,Abha,Asir
ASR_000020,booking_kaggle,hotels_01012,hotel,Khuzama Abha Furnished Apartments,Abha,Asir
ASR_000021,booking_kaggle,hotels_00964,hotel,La Casa Hotel Apartment,Khamis Mushait,Asir
ASR_000022,booking_kaggle,hotels_00696,hotel,La Fontaine Ronas Suites,Abha,Asir
ASR_000023,booking_kaggle,hotels_00679,hotel,Mawasim Aghadeer Hotel,Abha,Asir
ASR_000024,booking_kaggle,hotels_00837,hotel,Melaf Suites,Abha,Asir
ASR_000025,booking_kaggle,hotels_00230,hotel,Mercure Hotel Khamis Mushayt,Khamis Mushait,Asir
ASR_000026,booking_kaggle,hotels_00730,hotel,Milá Hotel 2,Khamis Mushait,Asir
ASR_000027,entertainment_kaggle,entertainment_00105,entertainment,Muvi Cinemas | موڤي سينما,Khamis Mushait,Asir
ASR_000028,entertainment_kaggle,entertainment_00130,entertainment,Muvi Cinemas | موڤي سينما,Khamis Mushait,Asir
ASR_000029,booking_kaggle,hotels_00613,hotel,OYO 315 Ramz Abha Hotel,Abha,Asir
ASR_000030,booking_kaggle,hotels_00492,hotel,OYO 324 Green House Hotel Abha,Abha,Asir
ASR_000031,booking_kaggle,hotels_00266,hotel,OYO 369 Arwa Alqosor,Abha,Asir
ASR_000032,booking_kaggle,hotels_00701,hotel,OYO 410 Diamy Apartments,Khamis Mushait,Asir
ASR_000033,booking_kaggle,hotels_00292,hotel,OYO 412 Qasr Aseer,Khamis Mushait,Asir
ASR_000034,booking_kaggle,hotels_00587,hotel,OYO 467 Al Dahya Hotel,Abha,Asir
ASR_000035,booking_kaggle,hotels_00772,hotel,Qasr Al Dabab Furnished Units- Families only,Abha,Asir
ASR_000036,booking_kaggle,hotels_00795,hotel,Qasr Dalin Furnished Apartments,Khamis Mushait,Asir
ASR_000037,booking_kaggle,hotels_01016,hotel,Quite Night Hotel Apartments,Khamis Mushait,Asir
ASR_000038,booking_kaggle,hotels_00757,hotel,Rayanat Abha Aparthotel,Abha,Asir
ASR_000039,booking_kaggle,hotels_00895,hotel,Rose Palace for Families Only,Abha,Asir
ASR_000040,booking_kaggle,hotels_00830,hotel,Saad Palace 3,Abha,Asir
ASR_000041,booking_kaggle,hotels_00525,hotel,Shafa Abha Hotel,Abha,Asir
ASR_000042,booking_kaggle,hotels_01024,hotel,Shatha Abha Furnished Units,Abha,Asir
ASR_000043,entertainment_kaggle,entertainment_00162,entertainment,Talal Maddah Theater,Abha,Asir
ASR_000044,entertainment_kaggle,entertainment_00169,entertainment,Talal Maddah Theater,Abha,Asir
ASR_000045,booking_kaggle,hotels_00387,hotel,Tanuma Aram Hospitality - Hotel Apartments تنومة آرام للضيافة - شقق فندقية,Tanomah,Asir
ASR_000046,booking_kaggle,hotels_00511,hotel,Tathleeth Palace,Tathleeth,Asir
ASR_000047,booking_kaggle,hotels_00484,hotel,That Msa Resort,Khamis Mushait,Asir
ASR_000048,entertainment_kaggle,entertainment_00126,entertainment,Theater Lasan,Abha,Asir
ASR_000049,entertainment_kaggle,entertainment_00134,entertainment,Theater Lasan,Abha,Asir
ASR_000050,entertainment_kaggle,entertainment_00127,entertainment,University Theater,Abha,Asir
ASR_000051,entertainment_kaggle,entertainment_00135,entertainment,University Theater,Abha,Asir
ASR_000052,booking_kaggle,hotels_00336,hotel,WARD Hotel Suites,Ahad Rafidah,Asir
ASR_000053,booking_kaggle,hotels_00810,hotel,أبهى رفاف,Abha,Asir
ASR_000054,booking_kaggle,hotels_00475,hotel,أجنحة ساوث الفندقية,Khamis Mushait,Asir
ASR_000055,booking_kaggle,hotels_00621,hotel,ابراج الحسام للشقق الفندقية,Ahad Rafidah,Asir
ASR_000056,booking_kaggle,hotels_00765,hotel,اجنحة بيات,Abha,Asir
ASR_000057,booking_kaggle,hotels_00662,hotel,التوفيق ابها للشقق المفروشة,Abha,Asir
ASR_000058,booking_kaggle,hotels_00836,hotel,الدانة طريق الرياض,Abha,Asir
ASR_000059,booking_kaggle,hotels_00889,hotel,الشهد للوحدات السكنية المفروشة,Khamis Mushait,Asir
ASR_000060,booking_kaggle,hotels_00935,hotel,الفيصل للاجنحة الفندقية,Abha,Asir
ASR_000061,booking_kaggle,hotels_00910,hotel,القصر المميز للوحدات السكنية,Muhayil,Asir
ASR_000062,booking_kaggle,hotels_00419,hotel,اللمسة الذهبية للوحدات السكنية,Khamis Mushait,Asir
ASR_000063,booking_kaggle,hotels_00604,hotel,بسمة بلازا شقق فندقية,Abha,Asir
ASR_000064,booking_kaggle,hotels_00936,hotel,بيت الصداقة للوحدات السكنية,Abha,Asir
ASR_000065,booking_kaggle,hotels_00167,hotel,دار التلال لللأجنحة الفندقية,Abha,Asir
ASR_000066,booking_kaggle,hotels_00892,hotel,سحب ابها للوحدات السكنية الفندقية2,Khamis Mushait,Asir
ASR_000067,booking_kaggle,hotels_00309,hotel,شقق عزاب الكثري,Muhayil,Asir
ASR_000068,booking_kaggle,hotels_00194,hotel,فندق جولدن دريم,Khamis Mushait,Asir
ASR_000069,booking_kaggle,hotels_00137,hotel,قصر الجادل,Ahad Rafidah,Asir
ASR_000070,booking_kaggle,hotels_00425,hotel,كود العربية للأجنحة الفندقية,Khamis Mushait,Asir
ASR_000071,booking_kaggle,hotels_00731,hotel,ميلا للوحدات السكنية المفروشة 1,Khamis Mushait,Asir
ASR_000072,booking_kaggle,hotels_00756,hotel,نزل سحب أبها للعزاب,Khamis Mushait,Asir
BAH_000001,booking_kaggle,hotels_00559,hotel,Al Eairy Apartments - Al Baha 2,Al Bahah,Al Bahah
BAH_000002,booking_kaggle,hotels_00565,hotel,Al Eairy Furnished Apartments - Al Bahah 3,Al Bahah,Al Bahah
BAH_000003,booking_kaggle,hotels_00572,hotel,Al Eairy Furnished Apartments - Al Bahah 4,Al Bahah,Al Bahah
BAH_000004,booking_kaggle,hotels_00112,hotel,AlBaha Palace Furnished Apartment,Al Bahah,Al Bahah
BAH_000005,booking_kaggle,hotels_00364,hotel,Capital O 309 Al-faleh Hotel,Al Bahah,Al Bahah
BAH_000006,booking_kaggle,hotels_00233,hotel,National Park Hotel,Baljurashi,Al Bahah
BAH_000007,booking_kaggle,hotels_01017,hotel,Patto Suites,Al Bahah,Al Bahah
BAH_000008,booking_kaggle,hotels_00440,hotel,Saf Hotel,Baljurashi,Al Bahah
BAH_000009,booking_kaggle,hotels_00329,hotel,ميرا هاوس للشقق الفندقية,Baljurashi,Al Bahah
EAS_000001,booking_kaggle,hotels_00553,hotel,ALthuqbah 2 Males only,Dhahran,Eastern Province
EAS_000002,entertainment_kaggle,entertainment_00072,entertainment,AMC Cinemas Ajdan Walk,Al Khobar,Eastern Province
EAS_000003,entertainment_kaggle,entertainment_00082,entertainment,AMC Cinemas Ajdan Walk,Al Khobar,Eastern Province
EAS_000004,entertainment_kaggle,entertainment_00051,entertainment,AMC cinemas,Hafar Al Batin,Eastern Province
EAS_000005,entertainment_kaggle,entertainment_00060,entertainment,AMC cinemas,Hafar Al Batin,Eastern Province
EAS_000006,booking_kaggle,hotels_00562,hotel,Adamah,Dammam,Eastern Province
EAS_000007,entertainment_kaggle,entertainment_00370,entertainment,Ahaji Escape Rooms أحاجي,Dammam,Eastern Province
EAS_000008,booking_kaggle,hotels_00926,hotel,Ahla Amassi Furnished Units,Dammam,Eastern Province
EAS_000009,booking_kaggle,hotels_00643,hotel,Ajwa 3,Al Khobar,Eastern Province
EAS_000010,entertainment_kaggle,entertainment_00125,entertainment,Al Comedy Club,Dammam,Eastern Province
EAS_000011,entertainment_kaggle,entertainment_00133,entertainment,Al Comedy Club,Dammam,Eastern Province
EAS_000012,booking_kaggle,hotels_00704,hotel,Al Eairy Apartment- Dammam 3,Dammam,Eastern Province
EAS_000013,booking_kaggle,hotels_00644,hotel,Al Eairy Apartments - Al Ahsa 1,Al Ahsa,Eastern Province
EAS_000014,booking_kaggle,hotels_00811,hotel,Al Eairy Apartments - Al Ahsa 2,Al Ahsa,Eastern Province
EAS_000015,booking_kaggle,hotels_00783,hotel,Al Eairy Apartments - Al Ahsa 4,Al Ahsa,Eastern Province
EAS_000016,booking_kaggle,hotels_00773,hotel,Al Eairy Apartments - Al Ahsa 5,Al Ahsa,Eastern Province
EAS_000017,booking_kaggle,hotels_00660,hotel,Al Eairy Apartments - Al Nairyah 1,Al Nairyah,Eastern Province
EAS_000018,booking_kaggle,hotels_00716,hotel,Al Eairy Apartments - Al Nairyah 3,Al Nairyah,Eastern Province
EAS_000019,booking_kaggle,hotels_00693,hotel,Al Eairy Apartments - Al-Damam 2,Dammam,Eastern Province
EAS_000020,booking_kaggle,hotels_00666,hotel,Al Eairy Apartments - Al-Nairyah 2,Al Nairyah,Eastern Province
EAS_000021,booking_kaggle,hotels_00675,hotel,Al Eairy Apartments - Al-Nairyah 4,Al Nairyah,Eastern Province
EAS_000022,booking_kaggle,hotels_00718,hotel,Al Eairy Apartments -Aldamam 7,Dammam,Eastern Province
EAS_000023,booking_kaggle,hotels_00824,hotel,Al Eairy Apartments- Dammam 8,Dammam,Eastern Province
EAS_000024,booking_kaggle,hotels_00709,hotel,Al Eairy Furnished units Dammam 4,Dammam,Eastern Province
EAS_000025,booking_kaggle,hotels_00870,hotel,Al Farhan Hotel Suites (Al Jubail),Jubail,Eastern Province
EAS_000026,booking_kaggle,hotels_00008,hotel,Al Gosaibi Hotel,Al Khobar,Eastern Province
EAS_000027,booking_kaggle,hotels_00337,hotel,Al Joory Suites Hotel,Al Khafji,Eastern Province
EAS_000028,booking_kaggle,hotels_00749,hotel,Al Khozama Hotel Suites,Al Khobar,Eastern Province
EAS_000029,booking_kaggle,hotels_00915,hotel,Al Liylak Furnished Units,Dammam,Eastern Province
EAS_000030,booking_kaggle,hotels_00125,hotel,Al Muhaidab Residence Al Ahsa,Al Ahsa,Eastern Province
EAS_000031,booking_kaggle,hotels_01000,hotel,Al Nakhlah Furnished Units,Al Ahsa,Eastern Province
EAS_000032,booking_kaggle,hotels_00524,hotel,Al Nimran Hotel,Al Khobar,Eastern Province
EAS_000033,booking_kaggle,hotels_00608,hotel,Al Qimah Apartments,Dammam,Eastern Province
EAS_000034,booking_kaggle,hotels_00133,hotel,Al Rashid Residence,Al Khobar,Eastern Province
EAS_000035,booking_kaggle,hotels_00358,hotel,Al Shaiki Hotel,Jubail,Eastern Province
EAS_000036,booking_kaggle,hotels_00752,hotel,Al Sharkia Star Hotel Apartments,Dammam,Eastern Province
EAS_000037,booking_kaggle,hotels_00360,hotel,AlMuhaidb Residence Alkhafji,Al Khafji,Eastern Province
EAS_000038,booking_kaggle,hotels_00513,hotel,Aliqbal Hotel,Al Khobar,Eastern Province
EAS_000039,booking_kaggle,hotels_00035,hotel,Alreem Village Hotel,Jubail,Eastern Province
EAS_000040,booking_kaggle,hotels_00563,hotel,Althuqbah,Al Khobar,Eastern Province
EAS_000041,booking_kaggle,hotels_00948,hotel,Amasi for Hotel Suite1,Jubail,Eastern Province
EAS_000042,booking_kaggle,hotels_00607,hotel,Amwaj Al Corniche Hotel Suites,Al Khobar,Eastern Province
EAS_000043,booking_kaggle,hotels_00207,hotel,Ascott Corniche Al Khobar,Al Khobar,Eastern Province
EAS_000044,booking_kaggle,hotels_00161,hotel,Aswar Boutique Hotel,Al Khobar,Eastern Province
EAS_000045,booking_kaggle,hotels_00906,hotel,Belle Vue Inn Hotel & Suites,Dammam,Eastern Province
EAS_000046,booking_kaggle,hotels_00010,hotel,Best Western Premier Al Ahsa Grand Hotel,Al Ahsa,Eastern Province
EAS_000047,booking_kaggle,hotels_00684,hotel,Blue Sands Al Bilsan Furnished Units,Dammam,Eastern Province
EAS_000048,booking_kaggle,hotels_00672,hotel,Blue Sands Palace,Al Khobar,Eastern Province
EAS_000049,booking_kaggle,hotels_00715,hotel,Blue Sands Plaza,Al Khobar,Eastern Province
EAS_000050,booking_kaggle,hotels_00243,hotel,Braira Al Azizya Hotel & Resort,Al Khobar,Eastern Province
EAS_000051,booking_kaggle,hotels_00825,hotel,Bronze Palace,Al Khobar,Eastern Province
EAS_000052,booking_kaggle,hotels_00896,hotel,Bule Palace Tower,Al Jubayl,Eastern Province
EAS_000053,booking_kaggle,hotels_00353,hotel,Capital O 338 Asian Hotel,Jubail,Eastern Province
EAS_000054,booking_kaggle,hotels_00015,hotel,Carlton Al Moaibed Hotel,Al Khobar,Eastern Province
EAS_000055,booking_kaggle,hotels_00166,hotel,Centro Corniche Al Khobar by Rotana,Al Khobar,Eastern Province
EAS_000056,entertainment_kaggle,entertainment_00019,entertainment,Cinépolis Cinemas - Lulu Mall,Dammam,Eastern Province
EAS_000057,booking_kaggle,hotels_00165,hotel,Coral Jubail Hotel,Jubail,Eastern Province
EAS_000058,entertainment_kaggle,entertainment_00249,entertainment,Corniche Island,Al Khobar,Eastern Province
EAS_000059,entertainment_kaggle,entertainment_00258,entertainment,Corniche Island,Al Khobar,Eastern Province
EAS_000060,booking_kaggle,hotels_00148,hotel,Crown Tower Hotel,Jubail,Eastern Province
EAS_000061,entertainment_kaggle,entertainment_00158,entertainment,"Crowne Plaza al Khobar, an IHG Hotel",Al Khobar,Eastern Province
EAS_000062,entertainment_kaggle,entertainment_00165,entertainment,"Crowne Plaza al Khobar, an IHG Hotel",Al Khobar,Eastern Province
EAS_000063,booking_kaggle,hotels_00122,hotel,Dammam Palace Hotel,Dammam,Eastern Province
EAS_000064,booking_kaggle,hotels_00228,hotel,Danah Al-Jubail Suites,Jubail,Eastern Province
EAS_000065,booking_kaggle,hotels_00618,hotel,Danar Hotel Apartments 5,Al Khobar,Eastern Province
EAS_000066,booking_kaggle,hotels_00753,hotel,Danar Hotel Units 4,Al Khobar,Eastern Province
EAS_000067,booking_kaggle,hotels_00645,hotel,Danat Apartments,Al Khobar,Eastern Province
EAS_000068,entertainment_kaggle,entertainment_00009,entertainment,Dhahran Movie Theatre,Dhahran,Eastern Province
EAS_000069,booking_kaggle,hotels_00655,hotel,Diafah ApartHotel,Al Khobar,Eastern Province
EAS_000070,booking_kaggle,hotels_00745,hotel,Dorrat Al Jubail 3,Jubail,Eastern Province
EAS_000071,booking_kaggle,hotels_00171,hotel,DoubleTree by Hilton Dhahran,Al Khobar,Eastern Province
EAS_000072,booking_kaggle,hotels_00516,hotel,Durrat Manzli ApartHotel,Al Khobar,Eastern Province
EAS_000073,entertainment_kaggle,entertainment_00160,entertainment,Emerald Hall,Dammam,Eastern Province
EAS_000074,entertainment_kaggle,entertainment_00167,entertainment,Emerald Hall,Dammam,Eastern Province
EAS_000075,entertainment_kaggle,entertainment_00008,entertainment,Empire Cinemas Khobar,Al Khobar,Eastern Province
EAS_000076,entertainment_kaggle,entertainment_00037,entertainment,Empire Cinemas Khobar,Al Khobar,Eastern Province
EAS_000077,entertainment_kaggle,entertainment_00228,entertainment,Escape the Room,Al Khobar,Eastern Province
EAS_000078,entertainment_kaggle,entertainment_00238,entertainment,Escape the Room,Al Khobar,Eastern Province
EAS_000079,booking_kaggle,hotels_00560,hotel,Flower,Dammam,Eastern Province
EAS_000080,booking_kaggle,hotels_00212,hotel,Garden Plaza Hotel,Al Ahsa,Eastern Province
EAS_000081,booking_kaggle,hotels_00840,hotel,Ghosn Al Banafsej Hotel Apartments,Dammam,Eastern Province
EAS_000082,booking_kaggle,hotels_00321,hotel,Golden Garden Al Corniche,Dammam,Eastern Province
EAS_000083,booking_kaggle,hotels_01021,hotel,Golden Tower Hotel,Jubail,Eastern Province
EAS_000084,booking_kaggle,hotels_00427,hotel,Golden Tulip Al Khobar,Al Khobar,Eastern Province
EAS_000085,booking_kaggle,hotels_00101,hotel,Golden Tulip Dammam Corniche Hotel,Dammam,Eastern Province
EAS_000086,booking_kaggle,hotels_00210,hotel,Goldish Hotel,Al Khobar,Eastern Province
EAS_000087,booking_kaggle,hotels_00142,hotel,Grand Mayral Hotel,Al Khobar,Eastern Province
EAS_000088,booking_kaggle,hotels_00677,hotel,Grand Plaza Hotel Suites,Al Khobar,Eastern Province
EAS_000089,booking_kaggle,hotels_00179,hotel,Gulf Terrace Hotel,Al Khobar,Eastern Province
EAS_000090,booking_kaggle,hotels_00963,hotel,Hala Al Khobar furnished hotel Units for Families Only,Al Khobar,Eastern Province
EAS_000091,booking_kaggle,hotels_00438,hotel,Hawthorn Suites by Wyndham Al Khobar,Al Khobar,Eastern Province
EAS_000092,booking_kaggle,hotels_00185,hotel,Hilton Garden Inn Al Jubail,Jubail,Eastern Province
EAS_000093,booking_kaggle,hotels_00998,hotel,Holiday Furnished Units,Dammam,Eastern Province
EAS_000094,booking_kaggle,hotels_00848,hotel,Holiday Plus Hotel Suites,Al Khobar,Eastern Province
EAS_000095,booking_kaggle,hotels_00813,hotel,Hona Al Holm Furnished Units,Dammam,Eastern Province
EAS_000096,booking_kaggle,hotels_00367,hotel,Howard Johnson Dammam Hotel,Dammam,Eastern Province
EAS_000097,booking_kaggle,hotels_00127,hotel,Intour Al Khafji Hotel,Al Khafji,Eastern Province
EAS_000098,booking_kaggle,hotels_01015,hotel,Inwan Residential Units,Dammam,Eastern Province
EAS_000099,entertainment_kaggle,entertainment_00034,entertainment,Ithra Theatre,Dhahran,Eastern Province
EAS_000100,entertainment_kaggle,entertainment_00043,entertainment,Ithra Theatre,Dhahran,Eastern Province
EAS_000101,booking_kaggle,hotels_00310,hotel,Janadrya 13,Al Khobar,Eastern Province
EAS_000102,booking_kaggle,hotels_00382,hotel,Jubail Inn,Jubail,Eastern Province
EAS_000103,booking_kaggle,hotels_00039,hotel,Kempinski Al Othman Hotel Al Khobar,Al Khobar,Eastern Province
EAS_000104,booking_kaggle,hotels_00581,hotel,Khaleej,Dammam,Eastern Province
EAS_000105,booking_kaggle,hotels_00628,hotel,Khobar Fantastic Furnished Apartments,Al Khobar,Eastern Province
EAS_000106,booking_kaggle,hotels_00494,hotel,Khobar Palace Hotel,Al Khobar,Eastern Province
EAS_000107,entertainment_kaggle,entertainment_00107,entertainment,King Abdulaziz Center for World Culture - Ithra,Dhahran,Eastern Province
EAS_000108,entertainment_kaggle,entertainment_00116,entertainment,King Abdulaziz Center for World Culture - Ithra,Dhahran,Eastern Province
EAS_000109,booking_kaggle,hotels_00871,hotel,Lamssat El saada,Dammam,Eastern Province
EAS_000110,booking_kaggle,hotels_00966,hotel,Lavona 2 Hotel Apartments,Dammam,Eastern Province
EAS_000111,booking_kaggle,hotels_00326,hotel,Lavona Hotel Dammam,Dammam,Eastern Province
EAS_000112,booking_kaggle,hotels_00371,hotel,Lavona Tiba Hotel,Dammam,Eastern Province
EAS_000113,booking_kaggle,hotels_00031,hotel,Le Meridien Al Khobar,Al Khobar,Eastern Province
EAS_000114,booking_kaggle,hotels_00821,hotel,Lina Park,Al Khobar,Eastern Province
EAS_000115,booking_kaggle,hotels_00816,hotel,Lina Park 2,Dammam,Eastern Province
EAS_000116,booking_kaggle,hotels_00671,hotel,Lina Park 5,Al Khobar,Eastern Province
EAS_000117,booking_kaggle,hotels_00823,hotel,Loaloat Al Khobar,Al Khobar,Eastern Province
EAS_000118,booking_kaggle,hotels_00620,hotel,Makarem Al Olaya Suites,Al Khobar,Eastern Province
EAS_000119,booking_kaggle,hotels_00638,hotel,Marasi Al Madinah,Al Khobar,Eastern Province
EAS_000120,booking_kaggle,hotels_00557,hotel,Masaya 2 Furnished Units,Al Khobar,Eastern Province
EAS_000121,booking_kaggle,hotels_00574,hotel,Masaya Furnished Apartments,Al Khobar,Eastern Province
EAS_000122,booking_kaggle,hotels_00328,hotel,Maset Al Masem Al Khobar,Al Khobar,Eastern Province
EAS_000123,booking_kaggle,hotels_00888,hotel,Mkani 2 Hotel Apartments,Al Khobar,Eastern Province
EAS_000124,booking_kaggle,hotels_00690,hotel,Mkani Apartment,Al Khobar,Eastern Province
EAS_000125,entertainment_kaggle,entertainment_00360,entertainment,Modon Lake Park,Dammam,Eastern Province
EAS_000126,entertainment_kaggle,entertainment_00002,entertainment,Muvi Cinemas - Jubail Mall,Jubail,Eastern Province
EAS_000127,entertainment_kaggle,entertainment_00005,entertainment,Muvi Cinemas | موڤي سينما,Dhahran,Eastern Province
EAS_000128,entertainment_kaggle,entertainment_00049,entertainment,Muvi Cinemas | موڤي سينما,Al Ahsa,Eastern Province
EAS_000129,entertainment_kaggle,entertainment_00050,entertainment,Muvi Cinemas | موڤي سينما,Dammam,Eastern Province
EAS_000130,entertainment_kaggle,entertainment_00058,entertainment,Muvi Cinemas | موڤي سينما,Al Ahsa,Eastern Province
EAS_000131,entertainment_kaggle,entertainment_00059,entertainment,Muvi Cinemas | موڤي سينما,Dammam,Eastern Province
EAS_000132,booking_kaggle,hotels_00034,hotel,Mövenpick Hotel Al Khobar,Al Khobar,Eastern Province
EAS_000133,booking_kaggle,hotels_00911,hotel,Natwan Furnished unites,Dammam,Eastern Province
EAS_000134,booking_kaggle,hotels_00111,hotel,Naviti Warwick Dammam,Dammam,Eastern Province
EAS_000135,booking_kaggle,hotels_00849,hotel,Nayyara Al Khobar Hotel Apartments - Families Only,Al Khobar,Eastern Province
EAS_000136,booking_kaggle,hotels_00147,hotel,Noon Hotel Suites,Al Khafji,Eastern Province
EAS_000137,booking_kaggle,hotels_00198,hotel,Novotel Dammam Business Park,Dammam,Eastern Province
EAS_000138,booking_kaggle,hotels_00580,hotel,Nzha,Al Khobar,Eastern Province
EAS_000139,booking_kaggle,hotels_00818,hotel,OYO 200 Majestic Homes,Al Khobar,Eastern Province
EAS_000140,booking_kaggle,hotels_00503,hotel,OYO 288 Diafati Residential Units,Al Khobar,Eastern Province
EAS_000141,booking_kaggle,hotels_00541,hotel,OYO 307 Jubail Rose,Al Jubayl,Eastern Province
EAS_000142,booking_kaggle,hotels_00319,hotel,OYO 356 Durra Taraf Residential,Dammam,Eastern Province
EAS_000143,booking_kaggle,hotels_00311,hotel,OYO 388 Al Dana Al Khalijia,Al Khobar,Eastern Province
EAS_000144,booking_kaggle,hotels_00270,hotel,OYO 389 Diar Rawshan,Dammam,Eastern Province
EAS_000145,booking_kaggle,hotels_00268,hotel,OYO 402 Jawhrat Asfari Hotel,Al Khobar,Eastern Province
EAS_000146,booking_kaggle,hotels_00317,hotel,OYO 411 Moon Hotel,Dammam,Eastern Province
EAS_000147,booking_kaggle,hotels_00875,hotel,OYO 415 Golden Gate Hotel,Al Khobar,Eastern Province
EAS_000148,booking_kaggle,hotels_00699,hotel,OYO 426 Royal Al Khaleej Furnished Apartments,Dammam,Eastern Province
EAS_000149,booking_kaggle,hotels_00700,hotel,OYO 427 Royal Al Khaleej Furnished Apartments 2,Dammam,Eastern Province
EAS_000150,booking_kaggle,hotels_00808,hotel,OYO 443 Safari Al Khaleej,Dammam,Eastern Province
EAS_000151,booking_kaggle,hotels_00761,hotel,OYO 457 Diafati 2,Al Khobar,Eastern Province
EAS_000152,booking_kaggle,hotels_00144,hotel,One to One Grand Marbia,Al Khobar,Eastern Province
EAS_000153,booking_kaggle,hotels_00175,hotel,Park Inn by Radisson Al Khobar,Al Khobar,Eastern Province
EAS_000154,booking_kaggle,hotels_00424,hotel,Park Inn by Radisson Dammam,Dammam,Eastern Province
EAS_000155,booking_kaggle,hotels_00254,hotel,Park Inn by Radisson Hotel & Apartments Dammam Industrial City,Dammam,Eastern Province
EAS_000156,booking_kaggle,hotels_00155,hotel,Park Inn by Radisson Jubail Industrial City,Jubail,Eastern Province
EAS_000157,booking_kaggle,hotels_00746,hotel,RAIHANA ALSHAAB,Dammam,Eastern Province
EAS_000158,entertainment_kaggle,entertainment_00338,entertainment,RMROMA LAND,Dammam,Eastern Province
EAS_000159,entertainment_kaggle,entertainment_00368,entertainment,RMROMA LAND,Dammam,Eastern Province
EAS_000160,booking_kaggle,hotels_00156,hotel,"Radisson Blu Hotel, Dhahran",Al Khobar,Eastern Province
EAS_000161,booking_kaggle,hotels_00140,hotel,"Radisson Blu Residence, Dhahran",Al Khobar,Eastern Province
EAS_000162,booking_kaggle,hotels_00362,hotel,Radmah Suites Jubail,Jubail,Eastern Province
EAS_000163,booking_kaggle,hotels_00429,hotel,Ramada Encore Al Khobar Olaya,Al Khobar,Eastern Province
EAS_000164,booking_kaggle,hotels_00927,hotel,Refan Suites,Dammam,Eastern Province
EAS_000165,booking_kaggle,hotels_00968,hotel,Rest Home Hotel Apartments Dammam,Dammam,Eastern Province
EAS_000166,booking_kaggle,hotels_00561,hotel,Rose,Dammam,Eastern Province
EAS_000167,booking_kaggle,hotels_00566,hotel,Rose 2,Dammam,Eastern Province
EAS_000168,booking_kaggle,hotels_00520,hotel,Royal El Naser Hotel,Al Khobar,Eastern Province
EAS_000169,booking_kaggle,hotels_00967,hotel,Ruoof Furnished Units Apartment,Dammam,Eastern Province
EAS_000170,booking_kaggle,hotels_00129,hotel,SEVEN PALACES HOTEL,Hafr Al Baten,Eastern Province
EAS_000171,booking_kaggle,hotels_00347,hotel,SHALLY RESIDENCE 3,Al Khobar,Eastern Province
EAS_000172,entertainment_kaggle,entertainment_00128,entertainment,Scitech,Al Khobar,Eastern Province
EAS_000173,entertainment_kaggle,entertainment_00136,entertainment,Scitech,Al Khobar,Eastern Province
EAS_000174,booking_kaggle,hotels_00887,hotel,Shamsoon Suits,Al Khobar,Eastern Province
EAS_000175,booking_kaggle,hotels_00338,hotel,Sharq Hotel,Al Jubayl,Eastern Province
EAS_000176,booking_kaggle,hotels_00384,hotel,Signature Al Khobar Hotel,Al Khobar,Eastern Province
EAS_000177,booking_kaggle,hotels_00102,hotel,Sofi Hotel,Dammam,Eastern Province
EAS_000178,booking_kaggle,hotels_00022,hotel,Sofitel Al Khobar The Corniche,Al Khobar,Eastern Province
EAS_000179,booking_kaggle,hotels_00024,hotel,Somewhere Hotel Al Ahsa,Al Ahsa,Eastern Province
EAS_000180,entertainment_kaggle,entertainment_00243,entertainment,Sparky's | سباركيز,Dammam,Eastern Province
