canonical_id,source,source_entity_id,entity_type,name,city,region
RYD_000467,riyadh_places_kaggle,places_01952,place,Al Tazaj,Riyadh,Riyadh
RYD_000468,riyadh_places_kaggle,places_04463,place,Al Tazaj,Riyadh,Riyadh
RYD_000469,riyadh_places_kaggle,places_04973,place,Al Tazaj,Riyadh,Riyadh
RYD_000470,riyadh_places_kaggle,places_06730,place,Al Tazaj,Riyadh,Riyadh
RYD_000471,riyadh_places_kaggle,places_06933,place,Al Tazaj,Riyadh,Riyadh
RYD_000472,riyadh_places_kaggle,places_07960,place,Al Tazaj,Riyadh,Riyadh
RYD_000473,riyadh_places_kaggle,places_07971,place,Al Tazaj,Riyadh,Riyadh
RYD_000474,booking_kaggle,hotels_00187,hotel,Al Waha Palace Hotel,Riyadh,Riyadh
RYD_000475,riyadh_places_kaggle,places_02348,place,Al Wunasa pies and sandwiches,Riyadh,Riyadh
RYD_000476,booking_kaggle,hotels_00952,hotel,Al Yamama Palace Hejab Branch,Riyadh,Riyadh
RYD_000477,riyadh_places_kaggle,places_02388,place,Al Zain juices and meals,Riyadh,Riyadh
RYD_000478,riyadh_places_kaggle,places_02473,place,Al kandi for mandi,Riyadh,Riyadh
RYD_000479,riyadh_places_kaggle,places_07176,place,Al kandi for mandi,Riyadh,Riyadh
RYD_000480,riyadh_places_kaggle,places_08520,place,Al katim,Riyadh,Riyadh
RYD_000481,riyadh_places_kaggle,places_00109,place,Al kornish corner,Riyadh,Riyadh
RYD_000482,riyadh_places_kaggle,places_05229,place,Al kornish corner,Riyadh,Riyadh
RYD_000483,riyadh_places_kaggle,places_05901,place,Al kornish corner,Riyadh,Riyadh
RYD_000484,riyadh_places_kaggle,places_00148,place,Al malaz Restaurant,Riyadh,Riyadh
RYD_000485,riyadh_places_kaggle,places_04085,place,Al mazag Al bahri,Riyadh,Riyadh
RYD_000486,riyadh_places_kaggle,places_07588,place,Al mazag Al bahri,Riyadh,Riyadh
RYD_000487,riyadh_places_kaggle,places_08524,place,Al najah,Riyadh,Riyadh
RYD_000488,riyadh_places_kaggle,places_01511,place,Al'ز Tعm,Riyadh,Riyadh
RYD_000489,riyadh_places_kaggle,places_04870,place,Al- Sulaimanyah bakery,Riyadh,Riyadh
RYD_000490,entertainment_kaggle,entertainment_00202,entertainment,Al-Bujairi Heritage Park,Riyadh,Riyadh
RYD_000491,entertainment_kaggle,entertainment_00232,entertainment,Al-Bujairi Heritage Park,Riyadh,Riyadh
RYD_000492,riyadh_places_kaggle,places_06923,place,Al-Bukhari Corner,Riyadh,Riyadh
RYD_000493,riyadh_places_kaggle,places_05796,place,Al-Dafwa Restaurants,Riyadh,Riyadh
RYD_000494,riyadh_places_kaggle,places_03289,place,"Al-Fawaris maydan , Arabic coffee",Riyadh,Riyadh
RYD_000495,entertainment_kaggle,entertainment_00281,entertainment,Al-Hayer Park Lake,Riyadh,Riyadh
RYD_000496,entertainment_kaggle,entertainment_00310,entertainment,Al-Hayer Park Lake,Riyadh,Riyadh
RYD_000497,riyadh_places_kaggle,places_01495,place,Al-Jawhara Corner,Riyadh,Riyadh
RYD_000498,riyadh_places_kaggle,places_06884,place,Al-Jawhara Corner,Riyadh,Riyadh
RYD_000499,riyadh_places_kaggle,places_02210,place,Al-Kaif Cafe,Riyadh,Riyadh
RYD_000500,riyadh_places_kaggle,places_00823,place,Al-Qalzam,Riyadh,Riyadh
RYD_000501,riyadh_places_kaggle,places_04120,place,Al-Qalzam,Riyadh,Riyadh
RYD_000502,riyadh_places_kaggle,places_06528,place,Al-Rawda Pharmacy,Riyadh,Riyadh
RYD_000503,entertainment_kaggle,entertainment_00177,entertainment,Al-Samar Amusement Center,Riyadh,Riyadh
RYD_000504,riyadh_places_kaggle,places_06566,place,AlA AShawaya Restaurant,Riyadh,Riyadh
RYD_000505,riyadh_places_kaggle,places_04111,place,AlBalah Al Mashawi,Riyadh,Riyadh
RYD_000506,riyadh_places_kaggle,places_04532,place,AlBattar,Riyadh,Riyadh
RYD_000507,riyadh_places_kaggle,places_03725,place,AlBustan tea and coffee,Riyadh,Riyadh
RYD_000508,riyadh_places_kaggle,places_04056,place,AlHamam AlMahshi,Riyadh,Riyadh
RYD_000509,riyadh_places_kaggle,places_02067,place,AlHamra AlBukhari,Riyadh,Riyadh
RYD_000510,riyadh_places_kaggle,places_02266,place,AlHamra AlBukhari,Riyadh,Riyadh
RYD_000511,riyadh_places_kaggle,places_02558,place,AlHamra AlBukhari,Riyadh,Riyadh
RYD_000512,riyadh_places_kaggle,places_03277,place,AlHamra AlBukhari,Riyadh,Riyadh
RYD_000513,riyadh_places_kaggle,places_07212,place,AlHamra AlBukhari,Riyadh,Riyadh
RYD_000514,riyadh_places_kaggle,places_05245,place,AlHermas grill,Riyadh,Riyadh
RYD_000515,riyadh_places_kaggle,places_05031,place,AlMazaq Alshamy,Riyadh,Riyadh
RYD_000516,riyadh_places_kaggle,places_08620,place,AlNaman pizza and pies,Riyadh,Riyadh
RYD_000517,riyadh_places_kaggle,places_08691,place,AlRabwah,Riyadh,Riyadh
RYD_000518,riyadh_places_kaggle,places_00398,place,AlSaher House,Riyadh,Riyadh
RYD_000519,riyadh_places_kaggle,places_03701,place,Ala Albaal,Riyadh,Riyadh
RYD_000520,riyadh_places_kaggle,places_06639,place,Alam ALkhalia,Riyadh,Riyadh
RYD_000521,riyadh_places_kaggle,places_07019,place,Alarousi,Riyadh,Riyadh
RYD_000522,riyadh_places_kaggle,places_01179,place,Alatabaq Alhajazi,Riyadh,Riyadh
RYD_000523,riyadh_places_kaggle,places_04763,place,Alath Maqloba,Riyadh,Riyadh
RYD_000524,riyadh_places_kaggle,places_06151,place,Alaturka,Riyadh,Riyadh
RYD_000525,riyadh_places_kaggle,places_04664,place,Alaz manoucheh,Riyadh,Riyadh
RYD_000526,riyadh_places_kaggle,places_03107,place,Alazhar Alsarah,Riyadh,Riyadh
RYD_000527,riyadh_places_kaggle,places_03072,place,Albader,Riyadh,Riyadh
RYD_000528,riyadh_places_kaggle,places_01594,place,Albayt Alromancy,Riyadh,Riyadh
RYD_000529,riyadh_places_kaggle,places_02326,place,Albayt Alromancy,Riyadh,Riyadh
RYD_000530,riyadh_places_kaggle,places_07220,place,Albayt Alromancy,Riyadh,Riyadh
RYD_000531,riyadh_places_kaggle,places_07819,place,Albayt Alromancy,Riyadh,Riyadh
RYD_000532,riyadh_places_kaggle,places_03208,place,Alcove,Riyadh,Riyadh
RYD_000533,riyadh_places_kaggle,places_01385,place,Aldallah Alshazlya Cafe,Riyadh,Riyadh
RYD_000534,riyadh_places_kaggle,places_02268,place,Aldeirah Restaurant,Riyadh,Riyadh
RYD_000535,booking_kaggle,hotels_00389,hotel,Alfarhan Panda Alfayha,Riyadh,Riyadh
RYD_000536,riyadh_places_kaggle,places_07744,place,Alfatayer Alshamiya,Riyadh,Riyadh
RYD_000537,riyadh_places_kaggle,places_04460,place,Alforno,Riyadh,Riyadh
RYD_000538,riyadh_places_kaggle,places_07783,place,Alfredo,Riyadh,Riyadh
RYD_000539,riyadh_places_kaggle,places_01904,place,Alharat Aldimashqia,Riyadh,Riyadh
RYD_000540,riyadh_places_kaggle,places_00024,place,Alharfoosh,Riyadh,Riyadh
RYD_000541,riyadh_places_kaggle,places_06786,place,Alhatab Bakery,Riyadh,Riyadh
RYD_000542,riyadh_places_kaggle,places_07215,place,Alhatab Bakery,Riyadh,Riyadh
RYD_000543,riyadh_places_kaggle,places_08485,place,Alhatab Bakery,Riyadh,Riyadh
RYD_000544,booking_kaggle,hotels_00680,hotel,Aliah Tolan Palace,Riyadh,Riyadh
RYD_000545,riyadh_places_kaggle,places_03816,place,Alien Sub,Riyadh,Riyadh
RYD_000546,riyadh_places_kaggle,places_05730,place,Alimento,Riyadh,Riyadh
RYD_000547,riyadh_places_kaggle,places_03012,place,Aljazera,Riyadh,Riyadh
RYD_000548,riyadh_places_kaggle,places_05331,place,Aljazera,Riyadh,Riyadh
RYD_000549,riyadh_places_kaggle,places_06770,place,Aljazera,Riyadh,Riyadh
RYD_000550,riyadh_places_kaggle,places_00192,place,Alkafi,Riyadh,Riyadh
RYD_000551,riyadh_places_kaggle,places_08175,place,Alkatkot Almuqramish,Riyadh,Riyadh
RYD_000552,riyadh_places_kaggle,places_04147,place,Alkhabaz,Riyadh,Riyadh
RYD_000553,riyadh_places_kaggle,places_00036,place,Alkhafeef,Riyadh,Riyadh
RYD_000554,riyadh_places_kaggle,places_00189,place,Alkhafeef,Riyadh,Riyadh
RYD_000555,riyadh_places_kaggle,places_00340,place,Alkhafeef,Riyadh,Riyadh
RYD_000556,riyadh_places_kaggle,places_00453,place,Alkhafeef,Riyadh,Riyadh
RYD_000557,riyadh_places_kaggle,places_00612,place,Alkhafeef,Riyadh,Riyadh
RYD_000558,riyadh_places_kaggle,places_01026,place,Alkhafeef,Riyadh,Riyadh
RYD_000559,riyadh_places_kaggle,places_01440,place,Alkhafeef,Riyadh,Riyadh
RYD_000560,riyadh_places_kaggle,places_02274,place,Alkhafeef,Riyadh,Riyadh
RYD_000561,riyadh_places_kaggle,places_02949,place,Alkhafeef,Riyadh,Riyadh
RYD_000562,riyadh_places_kaggle,places_07259,place,Alkhafeef,Riyadh,Riyadh
RYD_000563,entertainment_kaggle,entertainment_00172,entertainment,Alkuzama,Riyadh,Riyadh
RYD_000564,entertainment_kaggle,entertainment_00191,entertainment,Alkuzama,Riyadh,Riyadh
RYD_000565,riyadh_places_kaggle,places_01718,place,All Sweets,Riyadh,Riyadh
RYD_000566,riyadh_places_kaggle,places_01756,place,All seasons gifts,Riyadh,Riyadh
RYD_000567,riyadh_places_kaggle,places_01576,place,Alliwan,Riyadh,Riyadh
RYD_000568,riyadh_places_kaggle,places_02258,place,Alliwan,Riyadh,Riyadh
RYD_000569,riyadh_places_kaggle,places_02290,place,Alliwan,Riyadh,Riyadh
RYD_000570,riyadh_places_kaggle,places_05515,place,Alliwan,Riyadh,Riyadh
RYD_000571,riyadh_places_kaggle,places_07135,place,Alliwan,Riyadh,Riyadh
RYD_000572,riyadh_places_kaggle,places_08119,place,Alliwan,Riyadh,Riyadh
RYD_000573,riyadh_places_kaggle,places_05032,place,Alloush Shawarma,Riyadh,Riyadh
RYD_000574,riyadh_places_kaggle,places_05607,place,Almadbut Lilmadghut,Riyadh,Riyadh
RYD_000575,riyadh_places_kaggle,places_01914,place,Almahrousa nights,Riyadh,Riyadh
RYD_000576,booking_kaggle,hotels_00617,hotel,Almakan Almosafer Hotel 106,Riyadh,Riyadh
RYD_000577,booking_kaggle,hotels_00583,hotel,Almakan Hotel 103,Riyadh,Riyadh
RYD_000578,booking_kaggle,hotels_00264,hotel,Almakan Hotel 105,Riyadh,Riyadh
RYD_000579,booking_kaggle,hotels_00685,hotel,Almakan Hotel 107,Riyadh,Riyadh
RYD_000580,booking_kaggle,hotels_00084,hotel,Almakan Hotel 108,Riyadh,Riyadh
RYD_000581,booking_kaggle,hotels_00615,hotel,Almakan Suites 102,Riyadh,Riyadh
RYD_000581,booking_kaggle,hotels_00616,hotel,Almakan Suites 101,Riyadh,Riyadh
RYD_000582,booking_kaggle,hotels_00597,hotel,Almakan Suites 111,Riyadh,Riyadh
RYD_000583,riyadh_places_kaggle,places_07317,place,Almakiya Corner Restaurants,Riyadh,Riyadh
RYD_000584,riyadh_places_kaggle,places_05769,place,Almalaz Restaurant,Riyadh,Riyadh
RYD_000585,riyadh_places_kaggle,places_06237,place,Almandi Albaladi,Riyadh,Riyadh
RYD_000586,riyadh_places_kaggle,places_08147,place,Almandi Albaladi,Riyadh,Riyadh
RYD_000587,riyadh_places_kaggle,places_08484,place,Almar Corner Restaurant,Riyadh,Riyadh
RYD_000588,booking_kaggle,hotels_00403,hotel,Almasem Luxury Hotel suite 6,Riyadh,Riyadh
RYD_000589,riyadh_places_kaggle,places_04115,place,Almathaq Alarabi,Riyadh,Riyadh
RYD_000590,riyadh_places_kaggle,places_05361,place,Almathaq Alarabi,Riyadh,Riyadh
RYD_000591,riyadh_places_kaggle,places_07383,place,Almathaq Alarabi,Riyadh,Riyadh
RYD_000592,riyadh_places_kaggle,places_08335,place,Almathaq Alarabi,Riyadh,Riyadh
RYD_000593,riyadh_places_kaggle,places_00700,place,Almayass,Riyadh,Riyadh
RYD_000594,riyadh_places_kaggle,places_04481,place,Almayidat Alkhalijia,Riyadh,Riyadh
RYD_000595,riyadh_places_kaggle,places_00454,place,Almeaawyah Restaurants of Mtluth,Riyadh,Riyadh
RYD_000596,riyadh_places_kaggle,places_06925,place,Almento Taste,Riyadh,Riyadh
RYD_000597,riyadh_places_kaggle,places_08454,place,Almha pasta,Riyadh,Riyadh
RYD_000597,riyadh_places_kaggle,places_08459,place,Janan south,Riyadh,Riyadh
RYD_000597,riyadh_places_kaggle,places_08463,place,Janan Pastas,Riyadh,Riyadh
RYD_000598,riyadh_places_kaggle,places_08170,place,Almuntadaa,Riyadh,Riyadh
RYD_000599,riyadh_places_kaggle,places_06659,place,Alneyaz Corner,Riyadh,Riyadh
RYD_000600,riyadh_places_kaggle,places_08005,place,Alneyaz Corner,Riyadh,Riyadh
RYD_000601,riyadh_places_kaggle,places_08506,place,Alo Shawarma,Riyadh,Riyadh
RYD_000602,booking_kaggle,hotels_00451,hotel,Aloft Riyadh Hotel,Riyadh,Riyadh
RYD_000603,riyadh_places_kaggle,places_06027,place,Alost,Riyadh,Riyadh
RYD_000604,riyadh_places_kaggle,places_06107,place,Alostool,Riyadh,Riyadh
RYD_000605,riyadh_places_kaggle,places_00207,place,Alqandil Althahabi,Riyadh,Riyadh
RYD_000606,riyadh_places_kaggle,places_02795,place,Alqandil Althahabi,Riyadh,Riyadh
RYD_000607,riyadh_places_kaggle,places_05385,place,Alqandil Althahabi,Riyadh,Riyadh
RYD_000608,riyadh_places_kaggle,places_07258,place,Alqandil Althahabi,Riyadh,Riyadh
RYD_000609,riyadh_places_kaggle,places_04013,place,Alrawaq Taste,Riyadh,Riyadh
RYD_000610,riyadh_places_kaggle,places_02066,place,Alreef Broasted,Riyadh,Riyadh
RYD_000610,riyadh_places_kaggle,places_02070,place,BACKET Burger,Riyadh,Riyadh
RYD_000610,riyadh_places_kaggle,places_02071,place,Backet Broast,Riyadh,Riyadh
RYD_000611,riyadh_places_kaggle,places_02767,place,Alreef Broasted,Riyadh,Riyadh
RYD_000612,riyadh_places_kaggle,places_07280,place,Alreef Broasted,Riyadh,Riyadh
RYD_000613,riyadh_places_kaggle,places_07851,place,Alreem Pizza,Riyadh,Riyadh
RYD_000614,riyadh_places_kaggle,places_08578,place,Alreem Sweet,Riyadh,Riyadh
RYD_000615,riyadh_places_kaggle,places_06511,place,Alref Alhamawee,Riyadh,Riyadh
RYD_000616,entertainment_kaggle,entertainment_00259,entertainment,Alsafat Square,Riyadh,Riyadh
RYD_000617,entertainment_kaggle,entertainment_00289,entertainment,Alsafat Square,Riyadh,Riyadh
RYD_000618,riyadh_places_kaggle,places_06449,place,Alsanah,Riyadh,Riyadh
RYD_000619,riyadh_places_kaggle,places_06832,place,Alsanah,Riyadh,Riyadh
RYD_000620,riyadh_places_kaggle,places_05225,place,Alsaraya,Riyadh,Riyadh
RYD_000621,riyadh_places_kaggle,places_04294,place,Alset,Riyadh,Riyadh
RYD_000622,riyadh_places_kaggle,places_05679,place,Alset,Riyadh,Riyadh
RYD_000623,riyadh_places_kaggle,places_08465,place,Alsham BBQ,Riyadh,Riyadh
RYD_000624,riyadh_places_kaggle,places_01381,place,Also cocoa,Riyadh,Riyadh
RYD_000625,riyadh_places_kaggle,places_04089,place,Also cocoa,Riyadh,Riyadh
RYD_000626,riyadh_places_kaggle,places_07378,place,Also cocoa,Riyadh,Riyadh
RYD_000627,riyadh_places_kaggle,places_04755,place,Alssammak,Riyadh,Riyadh
RYD_000628,riyadh_places_kaggle,places_00366,place,Altazaj,Riyadh,Riyadh
RYD_000629,riyadh_places_kaggle,places_02269,place,Althawaq restaurant,Riyadh,Riyadh
RYD_000630,riyadh_places_kaggle,places_07655,place,Althawaq restaurant,Riyadh,Riyadh
RYD_000631,riyadh_places_kaggle,places_08262,place,Altimsah restaurants,Riyadh,Riyadh
RYD_000632,riyadh_places_kaggle,places_01939,place,Alturath Albukhari,Riyadh,Riyadh
RYD_000633,riyadh_places_kaggle,places_03589,place,Alturath Albukhari,Riyadh,Riyadh
RYD_000634,riyadh_places_kaggle,places_03373,place,Alturuq Alafadil restaurant,Riyadh,Riyadh
RYD_000635,riyadh_places_kaggle,places_02132,place,Alwalayim,Riyadh,Riyadh
RYD_000636,riyadh_places_kaggle,places_03855,place,Alwaleemah Resaturants,Riyadh,Riyadh
RYD_000637,riyadh_places_kaggle,places_07668,place,Alwaleemah Resaturants,Riyadh,Riyadh
RYD_000638,riyadh_places_kaggle,places_08291,place,Alwan Albarka,Riyadh,Riyadh
RYD_000639,riyadh_places_kaggle,places_04427,place,Am Shaltat,Riyadh,Riyadh
RYD_000640,riyadh_places_kaggle,places_04608,place,Amaal cafe,Riyadh,Riyadh
RYD_000641,riyadh_places_kaggle,places_02544,place,Amalfi Bakery,Riyadh,Riyadh
RYD_000642,riyadh_places_kaggle,places_04735,place,Amalies,Riyadh,Riyadh
RYD_000643,riyadh_places_kaggle,places_08064,place,Amana Restaurant and juices,Riyadh,Riyadh
RYD_000644,riyadh_places_kaggle,places_01105,place,Amande,Riyadh,Riyadh
RYD_000645,riyadh_places_kaggle,places_02080,place,Amazonas 4U,Riyadh,Riyadh
RYD_000646,riyadh_places_kaggle,places_04648,place,Amazonas 4U,Riyadh,Riyadh
RYD_000647,riyadh_places_kaggle,places_00197,place,Amo Hamza,Riyadh,Riyadh
RYD_000648,riyadh_places_kaggle,places_01983,place,Amo Hamza,Riyadh,Riyadh
RYD_000649,riyadh_places_kaggle,places_02444,place,Amo Hamza,Riyadh,Riyadh
RYD_000650,riyadh_places_kaggle,places_02762,place,Amo Hamza,Riyadh,Riyadh
RYD_000651,riyadh_places_kaggle,places_03278,place,Amo Hamza,Riyadh,Riyadh
RYD_000652,riyadh_places_kaggle,places_06457,place,Amo Hamza,Riyadh,Riyadh
RYD_000653,riyadh_places_kaggle,places_07277,place,Amo Hamza,Riyadh,Riyadh
RYD_000654,riyadh_places_kaggle,places_00295,place,Amo Sabri,Riyadh,Riyadh
RYD_000655,riyadh_places_kaggle,places_07811,place,Amoola,Riyadh,Riyadh
RYD_000656,riyadh_places_kaggle,places_04441,place,Amores,Riyadh,Riyadh
RYD_000657,riyadh_places_kaggle,places_04485,place,Amorino,Riyadh,Riyadh
RYD_000658,riyadh_places_kaggle,places_06860,place,Amwaj,Riyadh,Riyadh
RYD_000659,riyadh_places_kaggle,places_07676,place,Amwaj,Riyadh,Riyadh
RYD_000660,riyadh_places_kaggle,places_05030,place,Amwaj Al Bilad,Riyadh,Riyadh
RYD_000661,riyadh_places_kaggle,places_06000,place,Ananasy,Riyadh,Riyadh
RYD_000662,riyadh_places_kaggle,places_04976,place,Anastna Abunar modern sweets,Riyadh,Riyadh
RYD_000663,riyadh_places_kaggle,places_00077,place,Anbar Al Sham,Riyadh,Riyadh
RYD_000664,riyadh_places_kaggle,places_06385,place,Angel coffee,Riyadh,Riyadh
RYD_000665,riyadh_places_kaggle,places_03464,place,Annab,Riyadh,Riyadh
RYD_000666,riyadh_places_kaggle,places_05390,place,Annab,Riyadh,Riyadh
RYD_000667,riyadh_places_kaggle,places_07412,place,Annab,Riyadh,Riyadh
RYD_000668,riyadh_places_kaggle,places_07953,place,Annab,Riyadh,Riyadh
RYD_000669,riyadh_places_kaggle,places_05764,place,Annar,Riyadh,Riyadh
RYD_000670,riyadh_places_kaggle,places_00623,place,Anoosh,Riyadh,Riyadh
RYD_000671,riyadh_places_kaggle,places_00911,place,Anoosh,Riyadh,Riyadh
RYD_000672,riyadh_places_kaggle,places_01346,place,Anoosh,Riyadh,Riyadh
RYD_000673,riyadh_places_kaggle,places_02216,place,Anoosh,Riyadh,Riyadh
RYD_000674,riyadh_places_kaggle,places_02340,place,Anoosh,Riyadh,Riyadh
RYD_000675,riyadh_places_kaggle,places_03068,place,Anoosh,Riyadh,Riyadh
RYD_000676,riyadh_places_kaggle,places_06435,place,Anoosh,Riyadh,Riyadh
RYD_000677,riyadh_places_kaggle,places_07126,place,Anoosh,Riyadh,Riyadh
RYD_000678,riyadh_places_kaggle,places_08368,place,Anoosh,Riyadh,Riyadh
RYD_000679,riyadh_places_kaggle,places_05199,place,Antico Pizzeria Neapoli specialty,Riyadh,Riyadh
RYD_000680,riyadh_places_kaggle,places_04065,place,Antifat,Riyadh,Riyadh
RYD_000681,riyadh_places_kaggle,places_05747,place,Anty Warda,Riyadh,Riyadh
RYD_000682,riyadh_places_kaggle,places_01605,place,Appelpaj,Riyadh,Riyadh
RYD_000683,riyadh_places_kaggle,places_02205,place,Appelpaj,Riyadh,Riyadh
RYD_000684,riyadh_places_kaggle,places_03293,place,Appelpaj,Riyadh,Riyadh
RYD_000685,riyadh_places_kaggle,places_03642,place,Appetite,Riyadh,Riyadh
RYD_000686,riyadh_places_kaggle,places_04188,place,Applebee's,Riyadh,Riyadh
RYD_000687,riyadh_places_kaggle,places_06784,place,Applebee's,Riyadh,Riyadh
RYD_000688,riyadh_places_kaggle,places_07255,place,Applebee's,Riyadh,Riyadh
RYD_000689,riyadh_places_kaggle,places_05275,place,Apricot and berry juices,Riyadh,Riyadh
RYD_000690,riyadh_places_kaggle,places_00333,place,Aqwom,Riyadh,Riyadh
RYD_000691,riyadh_places_kaggle,places_07058,place,Ar Chocolate,Riyadh,Riyadh
RYD_000692,riyadh_places_kaggle,places_05104,place,Arab Diwaniya,Riyadh,Riyadh
RYD_000693,riyadh_places_kaggle,places_06382,place,Arab Falafel,Riyadh,Riyadh
RYD_000694,riyadh_places_kaggle,places_00140,place,Arab Island breakfast,Riyadh,Riyadh
RYD_000695,riyadh_places_kaggle,places_00145,place,Arab Tajine,Riyadh,Riyadh
RYD_000696,riyadh_places_kaggle,places_00141,place,Arabia Island traditional food,Riyadh,Riyadh
RYD_000697,riyadh_places_kaggle,places_06384,place,Arabiano,Riyadh,Riyadh
RYD_000698,riyadh_places_kaggle,places_05400,place,Arabic Corner For Sweets,Riyadh,Riyadh
RYD_000699,riyadh_places_kaggle,places_08266,place,Arabic Corner For Sweets,Riyadh,Riyadh
RYD_000700,riyadh_places_kaggle,places_07066,place,Arabic dates sweets,Riyadh,Riyadh
RYD_000701,riyadh_places_kaggle,places_02190,place,Arabica Cafe,Riyadh,Riyadh
RYD_000702,riyadh_places_kaggle,places_03061,place,Arabica Cafe,Riyadh,Riyadh
RYD_000703,riyadh_places_kaggle,places_06897,place,Arabica Cafe,Riyadh,Riyadh
RYD_000704,riyadh_places_kaggle,places_07518,place,Arabica Cafe,Riyadh,Riyadh
RYD_000705,riyadh_places_kaggle,places_07919,place,Arabica Cafe,Riyadh,Riyadh
RYD_000706,riyadh_places_kaggle,places_08057,place,Arabica Cafe,Riyadh,Riyadh
RYD_000707,riyadh_places_kaggle,places_01307,place,Arabica Star Cafe,Riyadh,Riyadh
RYD_000708,riyadh_places_kaggle,places_03362,place,Arabica Star Cafe,Riyadh,Riyadh
RYD_000709,riyadh_places_kaggle,places_07124,place,Arabica Star Cafe,Riyadh,Riyadh
RYD_000710,riyadh_places_kaggle,places_08144,place,Arabica Star Cafe,Riyadh,Riyadh
RYD_000711,riyadh_places_kaggle,places_01779,place,Arabica star,Riyadh,Riyadh
RYD_000712,riyadh_places_kaggle,places_03243,place,Arabica star,Riyadh,Riyadh
RYD_000713,riyadh_places_kaggle,places_05718,place,Arabica star,Riyadh,Riyadh
RYD_000714,riyadh_places_kaggle,places_06951,place,Arabica star,Riyadh,Riyadh
RYD_000715,riyadh_places_kaggle,places_08703,place,Arabica star,Riyadh,Riyadh
RYD_000716,riyadh_places_kaggle,places_01023,place,Arawla Juices,Riyadh,Riyadh
RYD_000717,riyadh_places_kaggle,places_01501,place,Arby's,Riyadh,Riyadh
RYD_000718,riyadh_places_kaggle,places_02597,place,Arby's,Riyadh,Riyadh
RYD_000719,riyadh_places_kaggle,places_07617,place,Arby's,Riyadh,Riyadh
RYD_000720,riyadh_places_kaggle,places_05142,place,Arc cafe,Riyadh,Riyadh
RYD_000721,riyadh_places_kaggle,places_00471,place,Archi‏‏,Riyadh,Riyadh
RYD_000722,riyadh_places_kaggle,places_01309,place,Archi‏‏,Riyadh,Riyadh
RYD_000723,riyadh_places_kaggle,places_03265,place,Archi‏‏,Riyadh,Riyadh
RYD_000724,riyadh_places_kaggle,places_02928,place,Arco,Riyadh,Riyadh
RYD_000725,riyadh_places_kaggle,places_03632,place,Ard Al Hamam,Riyadh,Riyadh
RYD_000726,riyadh_places_kaggle,places_07698,place,Ard Al Hamam,Riyadh,Riyadh
RYD_000727,riyadh_places_kaggle,places_04055,place,Areez Restaurants,Riyadh,Riyadh
RYD_000728,riyadh_places_kaggle,places_07814,place,Areika Alchef,Riyadh,Riyadh
RYD_000729,riyadh_places_kaggle,places_08811,place,Areka pie,Riyadh,Riyadh
RYD_000730,riyadh_places_kaggle,places_08635,place,Arekah Altayibin,Riyadh,Riyadh
RYD_000731,riyadh_places_kaggle,places_05432,place,Arena,Riyadh,Riyadh
RYD_000732,riyadh_places_kaggle,places_02678,place,Arena Sweets,Riyadh,Riyadh
RYD_000732,riyadh_places_kaggle,places_02684,place,Flavonoid Sweets,Riyadh,Riyadh
RYD_000732,riyadh_places_kaggle,places_02723,place,Different sweet,Riyadh,Riyadh
RYD_000732,riyadh_places_kaggle,places_02933,place,Mass Sweets,Riyadh,Riyadh
RYD_000733,riyadh_places_kaggle,places_03650,place,Arepa bakery,Riyadh,Riyadh
RYD_000734,riyadh_places_kaggle,places_03820,place,Arepas Bites,Riyadh,Riyadh
RYD_000735,riyadh_places_kaggle,places_03766,place,Aresha Aorak enb,Riyadh,Riyadh
RYD_000736,riyadh_places_kaggle,places_06406,place,Aresha Aorak enb,Riyadh,Riyadh
RYD_000737,riyadh_places_kaggle,places_07127,place,Aresha Aorak enb,Riyadh,Riyadh
RYD_000738,riyadh_places_kaggle,places_02679,place,Arflon,Riyadh,Riyadh
RYD_000739,riyadh_places_kaggle,places_05423,place,Arflon,Riyadh,Riyadh
RYD_000740,riyadh_places_kaggle,places_08787,place,Arflon,Riyadh,Riyadh
RYD_000741,riyadh_places_kaggle,places_08213,place,Arif Sevan,Riyadh,Riyadh
RYD_000742,riyadh_places_kaggle,places_04472,place,Arjwan,Riyadh,Riyadh
RYD_000743,riyadh_places_kaggle,places_06254,place,Ark Coffe,Riyadh,Riyadh
RYD_000744,riyadh_places_kaggle,places_07991,place,Arkan Café,Riyadh,Riyadh
RYD_000745,riyadh_places_kaggle,places_03684,place,Arlo Chocolatier,Riyadh,Riyadh
RYD_000746,riyadh_places_kaggle,places_04416,place,Armin,Riyadh,Riyadh
RYD_000747,riyadh_places_kaggle,places_05387,place,Armin,Riyadh,Riyadh
RYD_000748,riyadh_places_kaggle,places_04273,place,Arnies Sliders,Riyadh,Riyadh
RYD_000749,riyadh_places_kaggle,places_05966,place,Aroosat Falafel,Riyadh,Riyadh
RYD_000750,riyadh_places_kaggle,places_06597,place,Arsh alhalaa,Riyadh,Riyadh
RYD_000751,riyadh_places_kaggle,places_04218,place,Art of Logimat,Riyadh,Riyadh
RYD_000752,riyadh_places_kaggle,places_01721,place,Art of wok,Riyadh,Riyadh
RYD_000753,riyadh_places_kaggle,places_02005,place,Art of wok,Riyadh,Riyadh
RYD_000754,riyadh_places_kaggle,places_03946,place,Arta “Specialty Coffee”,Riyadh,Riyadh
RYD_000755,riyadh_places_kaggle,places_05989,place,Artebz,Riyadh,Riyadh
